"PURCHASEID","COMPONENTID","PRICEPAID","QUANTITY","QUANTITYRECEIVED"
349,402000,134.76,28,28
349,403000,109.27,13,13
349,404000,65.5,14,14
349,405000,78.34,12,12
349,501000,88.88,15,15
349,502000,33.68,28,28
349,503000,26.77,13,13
349,504000,20.31,14,14
349,505000,39.96,11,11
349,601000,122.68,15,15
349,302000,24.48,29,29
350,1411000,213.63,41,41
350,1412000,205.59,9,9
350,1507000,125.69,13,13
350,1410000,203.3,28,28
351,1506000,136.36,22,22
352,913000,25.18,9,9
352,901000,47.11,12,12
352,902500,32.25,14,14
352,910000,37.24,16,16
352,911000,36.85,14,14
352,912000,25.92,29,29
353,1816000,15.96,25,25
353,1815000,15.86,58,58
353,1813000,16.63,18,18
353,1812000,16.55,59,59
353,1801000,16.21,23,23
353,1811000,14.63,28,28
354,708000,66.05,9,9
354,807000,40.8,9,9
354,1604000,161.23,29,29
354,506000,168.93,9,9
354,307000,382.35,9,9
354,423000,43.48,9,9
354,1704000,270.95,29,29
354,608000,159.31,9,9
355,1204000,60.44,29,29
356,1201000,23.2,12,12
357,1104000,10.64,9,9
357,1503000,12.74,13,13
357,1107000,10.29,14,14
357,1105000,10.16,13,13
357,1103000,10.73,29,29
357,1016000,7.26,29,29
357,1015000,6.95,13,13
357,914000,11.46,13,13
357,1106000,10.63,12,12
358,1509000,83.84,29,29
359,1001000,29.87,13,13
359,1002000,28.47,12,12
359,1011000,37.41,29,29
359,1013000,35.59,9,9
360,609000,125.6,13,13
360,1101000,33.62,16,16
360,811000,26.89,15,15
360,709000,48.09,13,13
360,424000,22.56,15,15
360,308000,100.16,13,13
360,207000,38.59,23,23
360,106000,50.96,23,23
360,1102000,33.29,13,13
360,507000,123.34,14,14
361,1302000,6.95,26,26
361,1304000,12.54,22,22
362,1401000,229.13,12,12
362,1402000,233.31,14,14
363,1206000,32.45,28,28
363,1207000,10.05,13,13
363,1205000,33.81,9,9
363,1209000,9.58,14,14
364,220,256.83,4,4
364,230,191.51,8,8
364,240,232.16,8,8
364,320,306.04,11,11
364,340,282.15,5,5
364,350,308.84,10,10
364,410,382.01,6,6
364,420,537.28,4,4
365,610,336.53,7,7
365,620,362.69,3,3
365,530,730.47,8,8
365,540,818.5,7,7
366,806000,14.23,26,26
366,605000,49.2,15,15
366,606500,46.24,25,25
366,607500,104.86,14,14
366,701000,30.22,11,11
366,703000,13.44,14,14
366,704000,13.14,26,26
366,706000,12.81,50,50
366,801000,28.17,11,11
366,804000,19.88,35,35
366,804500,18.79,15,15
366,805000,27.03,14,14
366,1709000,103.6,14,14
366,1303000,10.97,61,61
366,1510000,118.74,11,11
366,1601000,93.15,5,5
366,1602000,90.21,34,34
366,1603000,57.86,16,16
366,1605400,93.38,14,14
366,1605600,37.56,25,25
366,1701110,112.92,5,5
366,1702000,114.26,34,34
366,1703000,72.08,15,15
366,604000,55.18,34,34
366,1711000,45.55,25,25
366,103500,15.63,25,25
366,1504000,74.12,14,14
366,601000,119.45,11,11
366,102000,25.03,50,50
366,104000,29.08,15,15
366,104300,32,15,15
366,201000,29.19,11,11
366,202000,13.02,36,36
366,203000,11.78,15,15
366,204800,12.15,25,25
366,205800,14.52,14,14
366,301000,54.87,11,11
366,302000,25.11,35,35
366,405000,74.47,14,14
366,504000,21.53,25,25
366,101000,49.54,11,11
366,503000,26.07,15,15
366,505000,39.08,15,15
366,303000,19.48,15,15
366,501000,91.45,12,12
366,404000,67.85,25,25
366,403000,111.39,15,15
366,402000,141.64,35,35
366,401000,187.72,11,11
366,305000,25.62,14,14
366,304000,20.22,25,25
366,502000,32.38,35,35
367,1412000,196.73,5,5
367,1507000,123.72,15,15
367,1410000,208.15,22,22
367,1411000,203.98,50,50
368,1506000,128.52,16,16
369,913000,27.04,5,5
369,901000,49.96,14,14
369,902500,31.58,25,25
369,910000,34.95,11,11
369,911000,35.36,10,10
369,912000,25.01,35,35
370,1816000,16.66,31,31
370,1815000,15.65,69,69
370,1813000,15.77,12,12
370,1812000,16.49,44,44
370,1801000,17.02,28,28
370,1811000,15.39,49,49
371,807000,42.26,6,6
371,307000,386.13,6,6
371,1704000,259.69,21,21
371,1604000,162.35,21,21
371,608000,156.65,6,6
371,506000,160.06,6,6
371,423000,46.79,5,5
371,708000,64.13,6,6
372,1204000,62.07,22,22
373,1201000,21.94,14,14
374,1105000,9.99,15,15
374,1503000,13.01,26,26
374,1106000,10.16,14,14
374,1104000,10.39,5,5
374,1103000,10.67,35,35
374,1016000,6.84,35,35
374,1015000,7.08,15,15
374,914000,10.6,15,15
374,1107000,10.28,26,26
375,1509000,82.04,34,34
376,1001000,30.19,25,25
376,1002000,30.75,14,14
376,1011000,35.08,22,22
376,1013000,37.11,6,6
377,106000,51.11,16,16
377,709000,51,10,10
377,1101000,32.64,11,11
377,1102000,31.47,10,10
377,811000,25.91,11,11
377,507000,124.19,10,10
377,424000,21.82,11,11
377,207000,38.96,16,16
377,308000,96.42,11,11
377,609000,130.89,11,11
378,1302000,7.45,39,39
378,1304000,13.08,16,16
379,1401000,238.1,14,14
379,1402000,242.46,25,25
380,1206000,31.82,35,35
380,1207000,9.61,15,15
380,1209000,9.86,26,26
380,1205000,33.07,6,6
381,340,287.63,10,10
381,320,300.97,7,7
381,420,546.73,11,11
381,410,373.62,10,10
381,220,258.9,3,3
381,240,221.15,12,12
381,230,203.54,7,7
381,350,300.49,4,4
382,530,789.79,6,6
382,540,830.06,6,6
382,610,335.92,4,4
382,620,369.36,5,5
383,606500,45.62,9,9
383,805000,28.08,27,27
383,804000,19.9,35,35
383,801000,26.82,15,15
383,706000,12.94,49,49
383,704000,13.15,9,9
383,703000,12.61,27,27
383,1303000,11.13,63,63
383,607500,100.65,27,27
383,1603000,59.05,14,14
383,605000,49.53,14,14
383,701000,30.45,14,14
383,1504000,75.67,26,26
383,1510000,117.46,14,14
383,604000,58.66,35,35
383,1602000,91.86,35,35
383,804500,19.08,14,14
383,1605400,90.12,27,27
383,1605600,38.37,9,9
383,1701110,117.41,6,6
383,1702000,109.68,35,35
383,1703000,73.78,14,14
383,1709000,112.26,27,27
383,1711000,42.81,10,10
383,1601000,88.26,6,6
383,304000,19.99,10,10
383,101000,51.72,15,15
383,102000,25.68,49,49
383,103500,16.3,10,10
383,104000,31.03,14,14
383,104300,32.8,27,27
383,201000,30.63,15,15
383,202000,13.25,35,35
383,203000,11.13,14,14
383,204800,12.28,9,9
383,205800,14.91,28,28
383,301000,53.81,14,14
383,601000,117.59,15,15
383,303000,19.08,14,14
383,305000,24.21,27,27
383,806000,14.58,9,9
383,401000,202.76,14,14
383,402000,142.62,34,34
383,403000,111.57,14,14
383,404000,62.33,9,9
383,405000,76.94,27,27
383,501000,93.38,14,14
383,502000,32.3,35,35
383,503000,26.35,14,14
383,504000,21.43,10,10
383,505000,39.91,27,27
383,302000,24.21,35,35
384,1411000,205.84,48,48
384,1412000,204.83,6,6
384,1507000,124.06,14,14
384,1410000,208.01,23,23
385,1506000,135.14,15,15
386,901000,47.46,27,27
386,902500,33.11,9,9
386,910000,35.55,14,14
386,911000,34.07,9,9
386,912000,25.06,35,35
386,913000,27.09,6,6
387,1815000,15.62,70,70
387,1816000,15.8,28,28
387,1813000,15.68,11,11
387,1811000,14.97,20,20
387,1801000,16.64,54,54
387,1812000,16.62,47,47
388,708000,65.19,6,6
388,1704000,261.54,23,23
388,307000,381.01,6,6
388,807000,44.44,6,6
388,608000,165.03,6,6
388,506000,168.87,6,6
388,423000,44.72,6,6
388,1604000,162.1,24,24
389,1204000,59.51,23,23
390,1201000,22.69,28,28
391,1106000,9.95,27,27
391,1104000,10.82,6,6
391,1107000,10.09,9,9
391,1105000,10.83,14,14
391,1016000,7.36,36,36
391,914000,10.71,14,14
391,1015000,7.13,14,14
391,1503000,13.25,9,9
391,1103000,10.39,35,35
392,1509000,87.21,35,35
393,1001000,30.46,9,9
393,1002000,30.5,27,27
393,1011000,37.05,23,23
393,1013000,36.42,5,5
394,507000,121.73,9,9
394,1102000,31.67,10,10
394,1101000,32.56,14,14
394,811000,25.18,10,10
394,609000,128.78,9,9
394,106000,51.28,15,15
394,424000,22.1,10,10
394,308000,94.44,9,9
394,207000,38.06,14,14
394,709000,48.43,9,9
395,1302000,7.01,37,37
395,1304000,13.17,15,15
396,1401000,242.54,26,26
396,1402000,235.31,10,10
397,1206000,31.71,35,35
397,1207000,9.61,14,14
397,1209000,10.02,9,9
397,1205000,32.92,6,6
398,340,292.37,6,6
398,350,302.96,8,8
398,420,574.15,8,8
398,240,236.97,8,8
398,410,407,8,8
398,230,202.05,6,6
398,220,241.21,4,4
398,320,298.56,4,4
399,530,727.51,1,1
399,540,814.47,6,6
399,610,350.62,9,9
399,620,392.2,3,3
400,701000,28.05,10,10
400,806000,14.89,11,11
400,805000,27.92,10,10
400,804500,20.38,13,13
400,804000,20.42,28,28
400,801000,27.32,10,10
400,706000,13.56,41,41
400,1303000,11.16,50,50
400,703000,12.64,10,10
400,607500,101.42,10,10
400,606500,46.18,11,11
400,704000,13.29,11,11
400,1504000,78.53,10,10
400,1510000,109.68,10,10
400,1601000,88.52,8,8
400,1603000,57.58,12,12
400,1605400,87,9,9
400,1605600,38.37,11,11
400,1701110,112.11,8,8
400,1702000,117.36,27,27
400,1703000,70.31,13,13
400,1709000,106.4,9,9
400,1711000,46,10,10
400,605000,51.48,13,13
400,202000,13.49,27,27
400,1602000,90.92,27,27
400,304000,19.91,11,11
400,101000,47.3,9,9
400,102000,26.81,40,40
400,103500,16.81,10,10
400,104000,29.74,13,13
400,104300,31.56,9,9
400,201000,30.78,10,10
400,203000,11.5,13,13
400,205800,13.74,9,9
400,301000,52.49,10,10
400,204800,12.05,11,11
400,303000,20.33,13,13
400,604000,58.28,27,27
400,305000,25.08,10,10
400,401000,185.26,10,10
400,402000,139.22,27,27
400,403000,110.37,13,13
400,404000,66.77,11,11
400,405000,71.3,9,9
400,501000,90.32,10,10
400,502000,33.83,27,27
400,503000,26.6,13,13
400,504000,20.56,10,10
400,505000,38,9,9
400,601000,120.7,10,10
400,302000,24.37,27,27
401,1411000,212.19,40,40
401,1412000,207.86,8,8
401,1507000,125.72,13,13
401,1410000,207.7,17,17
402,1506000,133.93,16,16
403,913000,24.76,8,8
403,901000,47.75,10,10
403,902500,33.24,11,11
403,910000,34.1,10,10
403,911000,37.44,7,7
403,912000,26.05,27,27
404,1816000,16.92,26,26
404,1815000,15.74,55,55
404,1813000,16.18,16,16
404,1812000,16.71,35,35
404,1801000,16.67,19,19
404,1811000,15.51,21,21
405,708000,65.66,7,7
405,807000,43.01,8,8
405,1604000,167.48,17,17
405,506000,169.88,7,7
405,307000,403.86,8,8
405,423000,45.86,8,8
405,1704000,254.15,18,18
405,608000,154.22,8,8
406,1204000,61.03,18,18
407,1201000,23.11,9,9
408,1104000,10.63,8,8
408,1503000,12.85,11,11
408,1107000,10.5,11,11
408,1105000,10.79,13,13
408,1103000,10.28,28,28
408,1016000,7.42,28,28
408,1015000,7.43,13,13
408,914000,11.06,13,13
408,1106000,10.28,9,9
409,1509000,82.11,27,27
410,1001000,30.58,11,11
410,1002000,31.39,10,10
410,1011000,36.1,18,18
410,1013000,37.52,8,8
411,609000,126.3,7,7
411,1101000,31.18,10,10
411,811000,25.31,7,7
411,709000,46.83,7,7
411,424000,23.6,8,8
411,308000,96.07,7,7
411,207000,38.38,15,15
411,106000,48.96,14,14
411,1102000,32.11,6,6
411,507000,120.84,7,7
412,1302000,6.94,20,20
412,1304000,13.38,15,15
413,1401000,233.96,10,10
413,1402000,235.73,10,10
414,1206000,32.81,27,27
414,1207000,10.03,13,13
414,1205000,33.61,8,8
414,1209000,9.31,11,11
415,220,250.1,3,3
415,230,203.23,9,9
415,240,221.41,10,10
415,320,295.67,4,4
415,340,279.55,8,8
415,350,302.63,9,9
415,410,409.46,8,8
415,420,524.47,1,1
416,610,367.07,5,5
416,620,364.31,2,2
416,530,782.73,5,5
416,540,826,6,6
417,806000,14.46,9,9
417,605000,51.04,13,13
417,606500,46.1,10,10
417,607500,99.82,20,20
417,701000,28.87,7,7
417,703000,12.53,21,21
417,704000,13.51,9,9
417,706000,12.49,37,37
417,801000,26.61,6,6
417,804000,20.34,24,24
417,804500,18.82,13,13
417,805000,28.23,20,20
417,1709000,104.72,21,21
417,1303000,11.01,44,44
417,1510000,118.37,7,7
417,1601000,92.3,9,9
417,1602000,88.47,24,24
417,1603000,59.14,13,13
417,1605400,88.57,21,21
417,1605600,38.74,10,10
417,1701110,115.14,9,9
417,1702000,108.41,24,24
417,1703000,72.16,13,13
417,604000,55.32,25,25
417,1711000,42.61,10,10
417,303000,20.11,13,13
417,601000,117.71,7,7
417,1504000,74.35,20,20
417,101000,48.31,7,7
417,102000,26.03,37,37
417,103500,17.05,10,10
417,104000,30.54,14,14
417,104300,34.04,21,21
417,201000,29.75,6,6
417,202000,13.53,24,24
417,203000,12.22,13,13
417,204800,12.04,10,10
417,205800,14.79,21,21
417,302000,24.18,24,24
417,304000,19.52,9,9
417,305000,24.87,20,20
417,401000,193.8,7,7
417,402000,138.54,24,24
417,403000,113.5,13,13
417,404000,66.29,10,10
417,405000,73.83,21,21
417,501000,86.68,7,7
417,502000,31.67,25,25
417,503000,27.28,13,13
417,504000,21.27,10,10
417,505000,37.27,21,21
417,301000,54.18,7,7
418,1411000,208.88,37,37
418,1412000,206.44,9,9
418,1410000,196.84,20,20
418,1507000,122.14,13,13
419,1506000,125.92,22,22
420,901000,49.84,20,20
420,902500,31.05,10,10
420,910000,36.36,7,7
420,911000,37.32,13,13
420,912000,27.21,24,24
420,913000,26.86,9,9
421,1815000,15.8,48,48
421,1816000,16.6,26,26
421,1813000,16.57,18,18
421,1811000,15.03,20,20
421,1801000,16.48,40,40
421,1812000,15.71,41,41
422,708000,65.97,10,10
422,1704000,272.59,20,20
422,307000,376.11,9,9
422,807000,43.48,9,9
422,608000,158.64,9,9
422,506000,161.86,10,10
422,423000,47.34,9,9
422,1604000,160.31,20,20
423,1204000,60.2,20,20
424,1201000,23.3,21,21
425,1106000,10.24,21,21
425,1104000,10.45,9,9
425,1107000,10.36,9,9
425,1105000,10.45,13,13
425,1016000,7.02,24,24
425,914000,10.6,13,13
425,1015000,7.25,13,13
425,1503000,13.25,9,9
425,1103000,10.81,24,24
426,1509000,80.17,24,24
427,1001000,30.3,9,9
427,1002000,29,20,20
427,1011000,35.41,20,20
427,1013000,36.74,9,9
428,507000,123.92,13,13
428,1102000,33.58,14,14
428,1101000,33.87,7,7
428,811000,26.84,14,14
428,609000,128.23,13,13
428,424000,23.47,14,14
428,308000,98.35,13,13
428,207000,38.88,23,23
428,106000,48.67,23,23
428,709000,46.82,14,14
429,1302000,7.41,31,31
429,1304000,13.1,22,22
430,1401000,250.07,20,20
430,1402000,244.49,10,10
431,1206000,33.04,25,25
431,1207000,9.29,13,13
431,1209000,9.4,9,9
431,1205000,31.91,9,9
432,340,270.07,4,4
432,420,559.7,5,5
432,350,287.74,9,9
432,240,241.13,5,5
432,230,203.77,6,6
432,410,378.66,10,10
432,320,297.22,8,8
433,530,779.13,8,8
433,540,782.61,4,4
433,610,362.45,5,5
433,620,368.51,3,3
434,607500,107.12,14,14
434,805000,28.64,14,14
434,804500,19.59,19,19
434,804000,20.05,33,33
434,801000,27.37,8,8
434,706000,13.14,51,51
434,704000,12.64,15,15
434,806000,14.41,15,15
434,701000,30.7,8,8
434,1602000,91.13,33,33
434,606500,43.31,15,15
434,605000,50.58,18,18
434,703000,12.42,14,14
434,1303000,11.05,58,58
434,1504000,76.95,14,14
434,1601000,86.27,8,8
434,1603000,59.08,19,19
434,1605400,92.23,14,14
434,1605600,39.38,15,15
434,1701110,115.03,8,8
434,1702000,114.05,32,32
434,1703000,74.3,18,18
434,1709000,103.71,13,13
434,1711000,46.45,15,15
434,604000,57.25,32,32
434,1510000,111.08,8,8
434,301000,57.32,8,8
434,101000,47.12,8,8
434,102000,25.53,51,51
434,103500,16.63,15,15
434,104000,30.37,18,18
434,104300,32.73,14,14
434,201000,30.92,8,8
434,202000,12.67,33,33
434,203000,11.53,18,18
434,601000,116.03,7,7
434,205800,13.89,14,14
434,302000,24.88,33,33
434,303000,19.38,19,19
434,502000,31.28,32,32
434,505000,39.45,14,14
434,204800,11.72,15,15
434,503000,26.68,18,18
434,304000,20.26,15,15
434,501000,92.64,8,8
434,405000,75.18,14,14
434,404000,66.89,15,15
434,403000,114.67,18,18
434,402000,142.81,33,33
434,401000,187.9,8,8
434,305000,24.85,15,15
434,504000,20.56,15,15
435,1410000,205.25,23,23
435,1411000,202.72,51,51
435,1412000,197.17,8,8
435,1507000,115.14,19,19
436,1506000,128.15,22,22
437,911000,37.37,15,15
437,912000,26.66,33,33
437,902500,33.47,15,15
437,901000,48.67,15,15
437,913000,25.73,8,8
437,910000,34.1,8,8
438,1815000,16.74,65,65
438,1816000,15.54,36,36
438,1813000,16.86,16,16
438,1812000,16.34,45,45
438,1811000,15.6,30,30
438,1801000,16.29,28,28
439,423000,47.44,8,8
439,506000,168.74,7,7
439,608000,154.48,8,8
439,708000,65.99,7,7
439,807000,41.57,8,8
439,1604000,165.38,23,23
439,1704000,251.34,22,22
439,307000,406.53,8,8
440,1204000,63.44,22,22
441,1201000,22.56,14,14
442,1107000,10.34,15,15
442,914000,10.8,18,18
442,1503000,13.4,15,15
442,1106000,10.43,14,14
442,1105000,9.97,18,18
442,1104000,10.59,8,8
442,1103000,10.7,33,33
442,1016000,6.85,33,33
442,1015000,7.37,18,18
443,1509000,85.46,33,33
444,1001000,29.75,15,15
444,1002000,31.21,15,15
444,1011000,34.28,23,23
444,1013000,36.52,8,8
445,609000,127.54,14,14
445,1101000,31.8,8,8
445,811000,26.59,16,16
445,709000,50.19,14,14
445,424000,22.18,15,15
445,308000,96.67,14,14
445,207000,38.24,22,22
445,106000,49.24,22,22
445,1102000,32.38,14,14
445,507000,129.35,14,14
446,1302000,7.34,29,29
446,1304000,12.86,23,23
447,1401000,230.95,14,14
447,1402000,247.23,15,15
448,1206000,32.22,32,32
448,1207000,9.45,18,18
448,1209000,10.11,15,15
448,1205000,33.18,8,8
449,340,274.54,4,4
449,320,288.83,10,10
449,420,555.64,7,7
449,410,392.01,5,5
449,220,251.22,4,4
449,240,220.41,7,7
449,230,193.9,8,8
449,350,300.73,6,6
450,530,759.04,7,7
450,540,792.58,9,9
450,610,362.69,6,6
451,805000,26.83,8,8
451,804500,20.14,23,23
451,804000,19.68,8,8
451,801000,27.19,4,4
451,706000,13.19,31,31
451,704000,12.64,39,39
451,703000,12.82,7,7
451,607500,101.64,8,8
451,606500,44.21,38,38
451,605000,48.19,24,24
451,806000,15.19,39,39
451,701000,28.17,3,3
451,1303000,10.7,36,36
451,1504000,81.46,8,8
451,1510000,112.99,3,3
451,1601000,92.7,1,1
451,1602000,90.82,8,8
451,1603000,60.7,23,23
451,1605400,90.02,7,7
451,1605600,37.69,38,38
451,1701110,108.72,1,1
451,1702000,109.8,9,9
451,1703000,69.32,24,24
451,1711000,45.94,39,39
451,505000,40.75,8,8
451,1709000,111.31,8,8
451,102000,25.4,32,32
451,604000,58.04,8,8
451,101000,50.23,4,4
451,601000,121.82,4,4
451,103500,16.16,39,39
451,104000,30.41,24,24
451,104300,32.98,8,8
451,201000,30.8,4,4
451,202000,13.23,8,8
451,203000,11.87,24,24
451,204800,11.25,39,39
451,205800,13.63,8,8
451,301000,56.83,3,3
451,302000,24.68,8,8
451,502000,33.01,8,8
451,303000,20.1,23,23
451,503000,24.79,24,24
451,501000,90.71,3,3
451,405000,72.67,8,8
451,404000,66.86,38,38
451,403000,105.06,24,24
451,402000,146.4,8,8
451,401000,204.5,4,4
451,305000,25.26,7,7
451,304000,18.99,39,39
451,504000,20.3,39,39
452,1410000,197.38,10,10
452,1411000,197.35,31,31
452,1412000,214.45,1,1
452,1507000,119.05,23,23
453,1506000,126.58,7,7
454,901000,49.8,7,7
454,912000,25.03,8,8
454,911000,34.34,6,6
454,902500,30.91,38,38
454,910000,36.82,3,3
455,1816000,15.88,47,47
455,1801000,16.92,15,15
455,1811000,15.03,77,77
455,1812000,15.54,19,19
455,1813000,16.34,1,1
455,1815000,15.79,17,17
456,1704000,260.51,10,10
456,1604000,164.91,9,9
456,708000,61.69,1,1
456,608000,161.44,1,1
456,506000,167.22,1,1
456,307000,375.45,1,1
456,423000,45.71,1,1
457,1204000,60.74,10,10
458,1201000,22.66,8,8
459,1503000,13.21,39,39
459,914000,10.98,24,24
459,1015000,7.13,25,25
459,1016000,6.9,8,8
459,1103000,10.12,8,8
459,1105000,10.25,24,24
459,1106000,10.39,7,7
459,1107000,10.65,40,40
460,1509000,83,8,8
461,1002000,29.84,7,7
461,1011000,34.22,9,9
461,1013000,36.17,1,1
461,1001000,30.81,38,38
462,709000,50.4,6,6
462,308000,100.14,6,6
462,1102000,31.97,6,6
462,1101000,31.89,4,4
462,811000,26.89,6,6
462,106000,52.96,7,7
462,424000,23.58,6,6
462,507000,118.31,6,6
462,207000,36.51,6,6
462,609000,126.37,6,6
463,1302000,7.43,46,46
463,1304000,12.67,6,6
464,1401000,245.94,8,8
464,1402000,251.59,38,38
465,1207000,9.44,24,24
465,1209000,10.2,40,40
465,1206000,32.52,8,8
466,240,237.53,10,10
466,350,300.96,7,7
466,420,549.87,12,12
466,410,396.3,11,11
466,320,297.63,7,7
466,230,191.37,5,5
466,340,293.11,7,7
466,220,237.72,1,1
467,530,741.25,7,7
467,540,790.57,5,5
467,610,341.08,9,9
467,620,378.55,3,3
468,701000,28.16,7,7
468,806000,15.64,71,71
468,805000,26.71,28,28
468,804500,19.51,37,37
468,804000,20.25,18,18
468,801000,27.72,7,7
468,706000,12.96,55,55
468,1303000,11.23,60,60
468,703000,13.35,29,29
468,1602000,87.03,18,18
468,607500,105.82,28,28
468,606500,43.85,69,69
468,704000,13.53,71,71
468,1504000,75.68,27,27
468,1510000,117.73,7,7
468,1711000,45.21,68,68
468,605000,49.68,36,36
468,1603000,60.01,36,36
468,1605400,85.36,28,28
468,1605600,38.98,69,69
468,1701110,115.08,2,2
468,1702000,109.55,18,18
468,1703000,69.11,36,36
468,1709000,107.34,28,28
468,203000,12.04,37,37
468,1601000,91.26,1,1
468,302000,24.91,18,18
468,101000,50.62,7,7
468,102000,25.74,54,54
468,103500,15.55,70,70
468,104000,29.49,37,37
468,104300,30.9,28,28
468,201000,28.94,7,7
468,202000,13.36,18,18
468,205800,14.3,28,28
468,301000,52.7,7,7
468,604000,55.18,18,18
468,303000,18.73,37,37
468,304000,19.04,70,70
468,504000,21.49,69,69
468,204800,11.13,71,71
468,505000,39.26,28,28
468,305000,23.6,28,28
468,503000,25.39,36,36
468,502000,31.45,18,18
468,501000,88.47,7,7
468,405000,78.13,27,27
468,404000,62.47,68,68
468,403000,106.22,35,35
468,402000,138.8,18,18
468,401000,203.93,6,6
468,601000,113.22,7,7
469,1410000,202.8,10,10
469,1411000,194.63,54,54
469,1412000,210.14,2,2
469,1507000,121.64,36,36
470,1506000,130.54,6,6
471,912000,25.52,18,18
471,911000,36.58,3,3
471,913000,25.28,2,2
471,902500,31.47,69,69
471,901000,50.88,28,28
471,910000,34.38,7,7
472,1801000,17.24,56,56
472,1811000,14.6,138,138
472,1812000,17.02,22,22
472,1813000,15.58,3,3
472,1815000,16.59,35,35
472,1816000,16.9,73,73
473,423000,44.85,1,1
473,1704000,254.04,11,11
473,1604000,163.42,11,11
473,807000,40.98,2,2
473,708000,61.79,2,2
473,506000,163.49,2,2
473,307000,391.76,2,2
473,608000,152.62,1,1
474,1204000,57.86,11,11
475,1201000,21.69,28,28
476,1105000,10.16,37,37
476,1015000,7.44,37,37
476,1503000,13.65,71,71
476,1107000,9.93,71,71
476,1106000,10.16,28,28
476,1016000,6.87,17,17
476,914000,11.27,37,37
476,1104000,10.08,1,1
476,1103000,9.88,17,17
477,1509000,81.63,18,18
478,1013000,36.65,1,1
478,1001000,28.65,69,69
478,1002000,28.94,28,28
478,1011000,34.42,11,11
479,1101000,32.42,6,6
479,811000,26.91,4,4
479,709000,51.05,4,4
479,609000,131.03,4,4
479,507000,129.34,4,4
479,424000,21.71,4,4
479,308000,96.71,4,4
479,106000,49.17,5,5
479,1102000,32.79,4,4
479,207000,39.5,6,6
480,1304000,12.51,5,5
480,1302000,7.28,99,99
481,1401000,239.25,28,28
481,1402000,242.02,68,68
482,1205000,31.34,2,2
482,1206000,33.49,18,18
482,1207000,10.12,37,37
482,1209000,9.68,71,71
483,220,242.77,6,6
483,410,383.32,10,10
483,350,309.45,12,12
483,340,267.47,9,9
483,320,310.41,7,7
483,230,192.58,9,9
483,420,553.96,6,6
483,240,236.22,7,7
484,610,360.65,6,6
484,620,378.63,7,7
484,530,792.37,4,4
484,540,784.06,6,6
485,804500,20.34,33,33
485,605000,47.44,33,33
485,1711000,45.8,86,86
485,606500,46.1,86,86
485,604000,57.45,12,12
485,607500,103.64,20,20
485,701000,30.34,8,8
485,703000,13.42,20,20
485,704000,13.42,88,88
485,706000,13.27,44,44
485,801000,28.53,8,8
485,804000,19.83,11,11
485,806000,14.63,88,88
485,1504000,76.9,21,21
485,1510000,109.02,8,8
485,1601000,87.97,1,1
485,1602000,93.31,12,12
485,1603000,56.53,33,33
485,1605400,89.55,20,20
485,1605600,39.73,86,86
485,1702000,114.05,11,11
485,1709000,112.5,20,20
485,805000,26.98,20,20
485,601000,122.59,8,8
485,1703000,74.93,32,32
485,303000,20,33,33
485,102000,26.53,44,44
485,103500,16.68,88,88
485,104000,29.37,33,33
485,104300,32.14,20,20
485,201000,29.57,8,8
485,202000,13.33,11,11
485,203000,11.57,34,34
485,204800,11.71,88,88
485,205800,14.33,21,21
485,301000,57.7,8,8
485,1303000,10.65,53,53
485,505000,40.89,20,20
485,404000,63.24,86,86
485,504000,21.5,88,88
485,503000,25.24,34,34
485,502000,31.45,12,12
485,302000,23.91,11,11
485,405000,74.26,21,21
485,403000,111.13,33,33
485,402000,140.62,12,12
485,401000,189.79,8,8
485,305000,23.48,21,21
485,304000,20.2,87,87
485,101000,48.89,8,8
485,501000,86.93,8,8
486,1507000,120.7,32,32
486,1410000,210.27,13,13
486,1411000,197.78,44,44
487,1506000,135.39,6,6
488,901000,46.95,20,20
488,902500,33.11,87,87
488,910000,37.18,8,8
488,911000,36.81,5,5
488,912000,27.16,11,11
489,1801000,17.67,40,40
489,1811000,14.85,174,174
489,1812000,15.53,25,25
489,1813000,16.99,1,1
489,1815000,15.63,23,23
489,1816000,16.27,66,66
490,608000,164.17,1,1
490,1604000,168.02,13,13
490,423000,47.03,1,1
490,506000,174.17,1,1
490,1704000,265.18,13,13
491,1204000,62.44,13,13
492,1201000,23.65,20,20
493,1016000,6.8,11,11
493,1503000,12.42,88,88
493,1107000,10.48,88,88
493,1106000,10.21,20,20
493,1103000,10.04,12,12
493,1015000,7.48,34,34
493,914000,11.23,34,34
493,1105000,10.2,34,34
494,1509000,85.14,12,12
495,1001000,31.19,87,87
495,1013000,35.98,1,1
495,1002000,28.5,21,21
495,1011000,35.68,13,13
496,106000,48.95,6,6
496,207000,36.45,5,5
496,308000,96.35,5,5
496,424000,22.77,5,5
496,507000,127.6,5,5
496,609000,126.93,5,5
496,709000,46.84,4,4
496,811000,27.24,5,5
496,1101000,32.75,8,8
496,1102000,32.28,5,5
497,1304000,13.25,5,5
497,1302000,6.89,109,109
498,1401000,234.88,20,20
498,1402000,229.08,84,84
499,1206000,33.46,12,12
499,1207000,9.52,34,34
499,1209000,9.92,89,89
500,220,248.1,4,4
500,230,195.61,9,9
500,240,225.78,11,11
500,320,287.41,8,8
500,340,269.1,9,9
500,350,292.29,13,13
500,410,394.45,10,10
500,420,571.08,8,8
501,530,787.75,9,9
