"MANUFACTURERID","TRANSACTIONDATE","EMPLOYEEID","AMOUNT","DESCRIPTION","REFERENCE"
6,04-MAY-95,22343,2738.23,"Automatic EOQ Inventory purchase",302
6,12-JUN-96,22343,-6275.26,"Automatic payment of bills",506
6,17-MAY-96,15293,6275.26,"Automatic EOQ Inventory purchase",506
6,05-MAY-96,29387,-5042.93,"Automatic payment of bills",489
6,07-APR-96,88873,5042.93,"Automatic EOQ Inventory purchase",489
6,05-APR-96,89097,-4988.79,"Automatic payment of bills",472
6,09-MAR-96,88873,-2629.79,"Automatic payment of bills",455
6,06-MAR-96,22343,4988.79,"Automatic EOQ Inventory purchase",472
6,16-JUL-96,89097,-5688.66,"Automatic payment of bills",523
6,30-MAR-94,51512,-2081.44,"Automatic payment of bills",43
6,12-AUG-94,87295,3563.07,"Automatic EOQ Inventory purchase",98
6,05-AUG-94,89097,-2527.78,"Automatic payment of bills",83
6,20-JUL-94,51512,-2995.59,"Automatic payment of bills",71
6,02-JUL-94,22343,2527.78,"Automatic EOQ Inventory purchase",83
6,19-JUN-94,29387,2995.59,"Automatic EOQ Inventory purchase",71
6,15-JUN-94,87295,-2264.61,"Automatic payment of bills",59
8,11-JAN-96,51512,15582.78,"Automatic EOQ Inventory purchase",439
8,12-FEB-96,22343,-15582.78,"Automatic payment of bills",439
8,15-FEB-96,22343,4910.01,"Automatic EOQ Inventory purchase",456
8,17-MAR-96,29387,-4910.01,"Automatic payment of bills",456
8,19-MAR-96,87295,5827.14,"Automatic EOQ Inventory purchase",473
8,04-APR-96,29387,5740.78,"Automatic EOQ Inventory purchase",490
8,15-APR-96,73735,-5827.14,"Automatic payment of bills",473
8,06-OCT-95,87295,-13825.05,"Automatic payment of bills",371
8,06-NOV-94,15293,-4762.86,"Automatic payment of bills",135
8,15-JUL-00,87295,-21820.82,"Automatic payment of bills",7347
8,31-MAY-00,87295,8197.3,"Automatic EOQ Inventory purchase",7322
8,01-JAN-94,87295,113921.1,"Initial Purchase for startup",8
8,02-FEB-94,73735,-113921.1,"Automatic payment of bills",8
8,18-AUG-94,22343,1556.44,"Automatic EOQ Inventory purchase",99
8,09-SEP-94,89097,3250.05,"Automatic EOQ Inventory purchase",117
8,18-SEP-94,29387,-1556.44,"Automatic payment of bills",99
8,19-SEP-94,88873,1265.67,"Automatic EOQ Inventory purchase",225
8,01-OCT-94,88873,2551.43,"Automatic EOQ Inventory purchase",227
8,07-OCT-94,22343,-3250.05,"Automatic payment of bills",117
8,14-OCT-94,15293,4762.86,"Automatic EOQ Inventory purchase",135
8,08-APR-95,22343,15269.86,"Automatic EOQ Inventory purchase",286
8,31-OCT-94,29387,-2551.43,"Automatic payment of bills",227
8,24-MAR-95,87295,-8884.05,"Automatic payment of bills",252
8,10-NOV-94,88873,6175.46,"Automatic EOQ Inventory purchase",153
8,03-DEC-94,29387,14358.22,"Automatic EOQ Inventory purchase",171
8,22-DEC-94,22343,-1533.21,"Automatic payment of bills",228
8,02-JAN-95,22343,-14358.22,"Automatic payment of bills",171
8,02-JAN-95,29387,10262.01,"Automatic EOQ Inventory purchase",189
8,30-JAN-95,22343,-10262.01,"Automatic payment of bills",189
8,02-FEB-95,29387,14358.22,"Automatic refund for overpayment",171
8,11-FEB-95,22343,537.04,"Automatic EOQ Inventory purchase",236
8,19-FEB-95,51512,8884.05,"Automatic EOQ Inventory purchase",252
8,07-MAR-95,29387,-14358.22,"Automatic payment of bills",171
8,12-MAR-95,15293,-537.04,"Automatic payment of bills",236
8,14-DEC-94,51512,-6175.46,"Automatic payment of bills",153
8,19-OCT-94,29387,-1265.67,"Automatic payment of bills",225
8,12-DEC-99,29387,-32891.24,"Automatic payment of bills",1343
8,08-JUN-99,88873,50386.5,"Automatic EOQ Inventory purchase",1219
8,13-JUN-99,73735,-44213.67,"Automatic payment of bills",1194
8,09-JUL-99,15293,-50386.5,"Automatic payment of bills",1219
8,15-JUL-99,51512,45150.83,"Automatic EOQ Inventory purchase",1244
8,06-AUG-99,88873,-45150.83,"Automatic payment of bills",1244
8,06-AUG-99,29387,42206.79,"Automatic EOQ Inventory purchase",1269
8,05-SEP-99,15293,-42206.79,"Automatic payment of bills",1269
8,12-SEP-99,22343,29125.98,"Automatic EOQ Inventory purchase",1294
8,09-OCT-99,22343,21344.45,"Automatic EOQ Inventory purchase",1319
8,17-OCT-99,87295,-29125.98,"Automatic payment of bills",1294
8,09-NOV-99,29387,32891.24,"Automatic EOQ Inventory purchase",1343
8,16-MAY-99,87295,44213.67,"Automatic EOQ Inventory purchase",1194
8,01-DEC-99,88873,40577.15,"Automatic EOQ Inventory purchase",1368
8,06-JAN-00,87295,50967.44,"Automatic EOQ Inventory purchase",1393
8,04-JAN-00,73735,-40577.15,"Automatic payment of bills",1368
8,18-JAN-00,29387,1722.02,"Automatic EOQ Inventory purchase",7243
8,07-FEB-00,22343,-50967.44,"Automatic payment of bills",1393
8,13-FEB-00,22343,49049.57,"Automatic EOQ Inventory purchase",1419
8,21-FEB-00,51512,-1722.02,"Automatic payment of bills",7243
8,24-FEB-00,73735,1545.13,"Automatic EOQ Inventory purchase",7269
8,14-MAR-00,22343,-49049.57,"Automatic payment of bills",1419
8,16-MAR-00,87295,38233.36,"Automatic EOQ Inventory purchase",1444
8,01-MAY-96,29387,8744.12,"Automatic EOQ Inventory purchase",507
8,18-NOV-94,87295,1533.21,"Automatic EOQ Inventory purchase",228
8,22-MAR-00,51512,-1545.13,"Automatic payment of bills",7269
8,13-APR-00,22343,-38233.36,"Automatic payment of bills",1444
8,10-NOV-99,73735,-21344.45,"Automatic payment of bills",1319
8,08-OCT-96,51512,-7011.34,"Automatic payment of bills",575
8,07-JUN-96,89097,12975.12,"Automatic EOQ Inventory purchase",524
8,06-JUL-96,22343,-12975.12,"Automatic payment of bills",524
8,02-JUN-96,29387,-8744.12,"Automatic payment of bills",507
8,11-JUL-96,15293,6170.49,"Automatic EOQ Inventory purchase",541
8,01-FEB-00,15293,40577.15,"Automatic refund for overpayment",1368
8,11-MAY-99,87295,-32432.18,"Automatic payment of bills",1169
8,05-AUG-96,51512,9514.67,"Automatic EOQ Inventory purchase",558
8,07-AUG-96,51512,-6170.49,"Automatic payment of bills",541
8,05-SEP-96,22343,7011.34,"Automatic EOQ Inventory purchase",575
8,17-OCT-96,73735,7934.31,"Automatic EOQ Inventory purchase",592
8,17-NOV-96,87295,-7934.31,"Automatic payment of bills",592
8,18-NOV-96,88873,6867.69,"Automatic EOQ Inventory purchase",609
8,18-DEC-96,88873,-6867.69,"Automatic payment of bills",609
8,18-DEC-96,87295,8321.61,"Automatic EOQ Inventory purchase",626
8,14-MAR-99,29387,25723.98,"Automatic EOQ Inventory purchase",1144
8,18-MAR-97,88873,-8321.61,"Automatic payment of bills",626
8,03-SEP-96,87295,-9514.67,"Automatic payment of bills",558
8,09-JAN-97,22343,8707.27,"Automatic EOQ Inventory purchase",643
8,09-MAR-99,15293,-1284.28,"Automatic payment of bills",1119
8,04-FEB-99,22343,1284.28,"Automatic EOQ Inventory purchase",1119
8,12-FEB-97,87295,3974.89,"Automatic EOQ Inventory purchase",660
8,12-FEB-97,87295,8321.61,"Automatic refund for overpayment",626
8,08-APR-99,73735,32432.18,"Automatic EOQ Inventory purchase",1169
8,08-FEB-97,73735,-8707.27,"Automatic payment of bills",643
8,16-APR-99,51512,-25723.98,"Automatic payment of bills",1144
8,14-JAN-97,29387,-8321.61,"Automatic payment of bills",626
8,13-MAR-97,51512,-3974.89,"Automatic payment of bills",660
9,14-NOV-01,73735,3710.94,"Automatic EOQ Inventory purchase",7773
9,29-DEC-01,51512,3854.65,"Automatic EOQ Inventory purchase",7798
9,10-DEC-01,51512,-10567.27,"Automatic payment of bills",8368
9,05-JAN-02,15293,-12365.41,"Automatic payment of bills",8388
9,10-DEC-01,29387,-3710.94,"Automatic payment of bills",7773
9,20-JAN-02,22343,14817.78,"Automatic EOQ Inventory purchase",8408
9,05-DEC-01,29387,12365.41,"Automatic EOQ Inventory purchase",8388
9,29-NOV-01,15293,-2868.16,"Automatic payment of bills",7748
9,19-NOV-01,89097,10567.27,"Automatic EOQ Inventory purchase",8368
9,02-NOV-01,87295,-5379.28,"Automatic payment of bills",8349
9,26-OCT-01,73735,2868.16,"Automatic EOQ Inventory purchase",7748
9,26-JAN-02,29387,3815.7,"Automatic EOQ Inventory purchase",7823
9,20-APR-02,29387,12120.8,"Automatic EOQ Inventory purchase",8471
9,22-OCT-01,22343,-10373.71,"Automatic payment of bills",8330
9,23-SEP-01,88873,-8463.34,"Automatic payment of bills",8310
9,09-OCT-01,29387,3740.38,"Automatic EOQ Inventory purchase",7723
9,05-OCT-01,29387,5379.28,"Automatic EOQ Inventory purchase",8349
9,20-NOV-01,88873,-3740.38,"Automatic payment of bills",7723
9,12-APR-02,51512,-3546.17,"Automatic payment of bills",7873
9,21-JUN-02,88873,-13218.56,"Automatic payment of bills",8493
9,11-JUN-02,22343,-3439.49,"Automatic payment of bills",7923
9,16-FEB-01,51512,642.45,"Automatic EOQ Inventory purchase",8192
9,18-SEP-01,89097,10373.71,"Automatic EOQ Inventory purchase",8330
9,03-JUN-02,22343,12211.73,"Automatic EOQ Inventory purchase",8516
9,22-MAY-02,22343,-12120.8,"Automatic payment of bills",8471
9,22-MAY-02,87295,-3602.2,"Automatic payment of bills",7898
9,18-MAY-02,89097,13218.56,"Automatic EOQ Inventory purchase",8493
9,16-APR-02,29387,-9787.89,"Automatic payment of bills",8449
9,20-APR-02,73735,3602.2,"Automatic EOQ Inventory purchase",7898
9,02-FEB-02,87295,-3854.65,"Automatic payment of bills",7798
9,24-MAR-02,15293,-10303.23,"Automatic payment of bills",8427
9,13-MAR-02,29387,-3798.33,"Automatic payment of bills",7848
9,11-MAR-02,73735,9787.89,"Automatic EOQ Inventory purchase",8449
9,04-MAR-02,87295,3546.17,"Automatic EOQ Inventory purchase",7873
9,24-FEB-02,87295,-14817.78,"Automatic payment of bills",8408
9,17-FEB-02,51512,10303.23,"Automatic EOQ Inventory purchase",8427
9,11-FEB-02,87295,-3815.7,"Automatic payment of bills",7823
9,10-FEB-02,73735,3798.33,"Automatic EOQ Inventory purchase",7848
9,12-MAY-02,22343,3439.49,"Automatic EOQ Inventory purchase",7923
9,21-DEC-00,73735,4426.34,"Automatic EOQ Inventory purchase",7498
9,06-MAR-01,88873,2725.34,"Automatic EOQ Inventory purchase",7573
9,15-MAR-01,88873,-4733.81,"Automatic payment of bills",7523
9,11-MAR-01,51512,18008.23,"Automatic EOQ Inventory purchase",8212
9,07-MAR-01,51512,-5429.44,"Automatic payment of bills",7548
9,20-FEB-01,29387,4426.34,"Automatic refund for overpayment",7498
9,05-FEB-01,88873,4733.81,"Automatic EOQ Inventory purchase",7523
9,03-FEB-01,29387,5429.44,"Automatic EOQ Inventory purchase",7548
9,28-MAR-01,51512,-2725.34,"Automatic payment of bills",7573
9,22-DEC-00,88873,-4186.42,"Automatic payment of bills",7473
9,09-APR-01,88873,-18008.23,"Automatic payment of bills",8212
9,27-NOV-00,22343,4186.42,"Automatic EOQ Inventory purchase",7473
9,20-NOV-00,87295,-4301.6,"Automatic payment of bills",7448
9,11-NOV-00,22343,-5493.42,"Automatic payment of bills",7423
9,28-OCT-00,22343,4301.6,"Automatic EOQ Inventory purchase",7448
9,08-OCT-00,87295,5493.42,"Automatic EOQ Inventory purchase",7423
9,06-SEP-00,87295,-5765.01,"Automatic payment of bills",7398
9,30-JUN-02,73735,3797.25,"Automatic EOQ Inventory purchase",7948
9,31-MAR-04,88873,-24437.33,"Automatic payment of bills",9029
9,19-JAN-01,89097,-4426.34,"Automatic payment of bills",7498
9,13-JUN-01,51512,-11451.66,"Automatic payment of bills",8251
9,20-AUG-01,87295,8463.34,"Automatic EOQ Inventory purchase",8310
9,16-AUG-01,88873,3913.05,"Automatic EOQ Inventory purchase",7698
9,10-AUG-01,51512,-11769.76,"Automatic payment of bills",8291
9,06-AUG-01,89097,-3652.32,"Automatic payment of bills",7673
9,11-JUL-01,89097,11769.76,"Automatic EOQ Inventory purchase",8291
9,07-JUL-01,29387,-11159.54,"Automatic payment of bills",8271
9,04-JUL-01,22343,3652.32,"Automatic EOQ Inventory purchase",7673
9,16-MAR-01,87295,-642.45,"Automatic payment of bills",8192
9,14-JUN-01,87295,3911.19,"Automatic EOQ Inventory purchase",7648
9,06-SEP-01,51512,-3913.05,"Automatic payment of bills",7698
9,13-JUN-01,88873,-3913.33,"Automatic payment of bills",7623
9,03-JUN-01,51512,11159.54,"Automatic EOQ Inventory purchase",8271
9,23-MAY-01,29387,3913.33,"Automatic EOQ Inventory purchase",7623
9,19-MAY-01,87295,-11143.25,"Automatic payment of bills",8231
9,17-MAY-01,88873,-4514.28,"Automatic payment of bills",7598
9,11-MAY-01,22343,11451.66,"Automatic EOQ Inventory purchase",8251
9,23-APR-01,51512,4514.28,"Automatic EOQ Inventory purchase",7598
9,18-APR-01,87295,11143.25,"Automatic EOQ Inventory purchase",8231
9,03-JUL-01,29387,-3911.19,"Automatic payment of bills",7648
9,04-DEC-03,87295,21073.18,"Automatic EOQ Inventory purchase",8951
9,10-MAY-04,87295,14639.02,"Automatic EOQ Inventory purchase",9082
9,30-APR-04,73735,-23370.78,"Automatic payment of bills",9055
9,01-APR-04,87295,23370.78,"Automatic EOQ Inventory purchase",9055
9,09-MAR-04,88873,-23377.11,"Automatic payment of bills",9003
9,16-FEB-04,22343,-29551.64,"Automatic payment of bills",8977
9,02-FEB-04,88873,23377.11,"Automatic EOQ Inventory purchase",9003
9,17-JAN-04,51512,29551.64,"Automatic EOQ Inventory purchase",8977
9,02-MAR-04,73735,24437.33,"Automatic EOQ Inventory purchase",9029
9,06-DEC-03,15293,-11579.62,"Automatic payment of bills",8925
9,05-JUL-04,29387,14292.95,"Automatic EOQ Inventory purchase",9136
9,10-NOV-03,89097,-13159.09,"Automatic payment of bills",8899
9,05-NOV-03,22343,11579.62,"Automatic EOQ Inventory purchase",8925
9,18-OCT-03,89097,13159.09,"Automatic EOQ Inventory purchase",8899
9,23-SEP-03,15293,-16761.84,"Automatic payment of bills",8874
9,14-SEP-03,73735,-16576.18,"Automatic payment of bills",8849
9,01-SEP-03,22343,16761.84,"Automatic EOQ Inventory purchase",8874
9,17-AUG-03,88873,16576.18,"Automatic EOQ Inventory purchase",8849
9,30-DEC-03,87295,-21073.18,"Automatic payment of bills",8951
9,08-NOV-04,73735,-10487.84,"Automatic payment of bills",9219
9,05-AUG-00,73735,-4884.32,"Automatic payment of bills",7373
9,14-MAR-05,88873,-23724.76,"Automatic payment of bills",9331
9,16-FEB-05,87295,23724.76,"Automatic EOQ Inventory purchase",9331
9,04-FEB-05,87295,-25390.57,"Automatic payment of bills",9303
9,09-JAN-05,29387,-21676.24,"Automatic payment of bills",9275
9,04-JAN-05,73735,25390.57,"Automatic EOQ Inventory purchase",9303
9,12-DEC-04,22343,-10683.22,"Automatic payment of bills",9247
9,08-JUN-04,22343,-14639.02,"Automatic payment of bills",9082
9,16-NOV-04,51512,10683.22,"Automatic EOQ Inventory purchase",9247
9,17-JUN-04,88873,13531.72,"Automatic EOQ Inventory purchase",9109
9,12-OCT-04,29387,10487.84,"Automatic EOQ Inventory purchase",9219
9,08-OCT-04,87295,-17562.4,"Automatic payment of bills",9191
9,14-SEP-04,89097,-16484.55,"Automatic payment of bills",9163
9,10-SEP-04,87295,17562.4,"Automatic EOQ Inventory purchase",9191
9,12-AUG-04,51512,16484.55,"Automatic EOQ Inventory purchase",9163
9,08-AUG-04,29387,-14292.95,"Automatic payment of bills",9136
9,16-JUL-04,73735,-13531.72,"Automatic payment of bills",9109
9,06-JUL-03,29387,-22159.82,"Automatic payment of bills",8799
9,10-DEC-04,88873,21676.24,"Automatic EOQ Inventory purchase",9275
9,19-SEP-02,87295,16731.18,"Automatic EOQ Inventory purchase",8584
9,07-AUG-03,22343,-17051.07,"Automatic payment of bills",8824
9,15-NOV-02,87295,11048.84,"Automatic EOQ Inventory purchase",8628
9,06-NOV-02,22343,-9394.29,"Automatic payment of bills",8606
9,02-NOV-02,22343,-3388.23,"Automatic payment of bills",8023
9,24-OCT-02,29387,3326.35,"Automatic EOQ Inventory purchase",8048
9,14-OCT-02,15293,-16731.18,"Automatic payment of bills",8584
9,11-OCT-02,73735,9394.29,"Automatic EOQ Inventory purchase",8606
9,18-NOV-02,29387,-3326.35,"Automatic payment of bills",8048
9,30-SEP-02,88873,3388.23,"Automatic EOQ Inventory purchase",8023
9,14-DEC-02,88873,-11048.84,"Automatic payment of bills",8628
9,08-SEP-02,22343,-17718.57,"Automatic payment of bills",8561
9,06-SEP-02,51512,4033.6,"Automatic EOQ Inventory purchase",7998
9,18-AUG-02,88873,-3916.95,"Automatic payment of bills",7973
9,16-AUG-02,87295,-11175.88,"Automatic payment of bills",8538
9,05-AUG-02,29387,17718.57,"Automatic EOQ Inventory purchase",8561
9,05-AUG-02,22343,-3797.25,"Automatic payment of bills",7948
9,27-JUL-02,51512,3916.95,"Automatic EOQ Inventory purchase",7973
9,16-JUL-02,73735,11175.88,"Automatic EOQ Inventory purchase",8538
9,08-OCT-02,15293,-4033.6,"Automatic payment of bills",7998
9,20-FEB-03,22343,-24761.7,"Automatic payment of bills",8673
9,04-JUL-02,88873,-12211.73,"Automatic payment of bills",8516
9,12-JUN-03,89097,22159.82,"Automatic EOQ Inventory purchase",8799
9,04-JUN-03,29387,-20366.29,"Automatic payment of bills",8774
9,06-MAY-03,87295,-22024.08,"Automatic payment of bills",8748
9,05-MAY-03,89097,20366.29,"Automatic EOQ Inventory purchase",8774
9,12-APR-03,15293,-20814.12,"Automatic payment of bills",8722
9,07-APR-03,73735,22024.08,"Automatic EOQ Inventory purchase",8748
9,17-NOV-02,15293,4139.59,"Automatic EOQ Inventory purchase",8073
10,17-AUG-98,87295,1124.33,"Automatic EOQ Inventory purchase",1022
10,20-JUL-96,51512,519.59,"Automatic EOQ Inventory purchase",543
10,11-MAY-95,22343,-410,"Automatic payment of bills",288
10,11-SEP-98,73735,1056.02,"Automatic EOQ Inventory purchase",1042
10,19-SEP-98,15293,-1124.33,"Automatic payment of bills",1022
10,20-MAR-98,15293,760.52,"Automatic EOQ Inventory purchase",922
10,15-NOV-96,73735,-551.06,"Automatic payment of bills",594
10,04-FEB-97,73735,454.94,"Automatic EOQ Inventory purchase",662
10,01-FEB-97,89097,-389.99,"Automatic payment of bills",645
10,22-JAN-97,29387,-560.86,"Automatic payment of bills",628
10,01-JAN-97,87295,389.99,"Automatic EOQ Inventory purchase",645
10,20-DEC-96,29387,560.86,"Automatic EOQ Inventory purchase",628
10,13-FEB-97,22343,560.86,"Automatic refund for overpayment",628
10,17-NOV-96,51512,540.98,"Automatic EOQ Inventory purchase",611
10,20-SEP-96,73735,755.09,"Automatic EOQ Inventory purchase",577
10,18-OCT-96,73735,-755.09,"Automatic payment of bills",577
10,15-OCT-96,89097,551.06,"Automatic EOQ Inventory purchase",594
10,14-SEP-96,51512,-437,"Automatic payment of bills",560
10,15-AUG-96,15293,-519.59,"Automatic payment of bills",543
10,12-AUG-96,73735,437,"Automatic EOQ Inventory purchase",560
10,24-JUL-96,89097,-795.1,"Automatic payment of bills",526
10,11-DEC-96,88873,-540.98,"Automatic payment of bills",611
10,14-JUN-97,88873,568.05,"Automatic EOQ Inventory purchase",742
10,20-JUL-97,73735,452.21,"Automatic EOQ Inventory purchase",762
10,14-JUL-97,73735,-568.05,"Automatic payment of bills",742
10,28-MAY-97,88873,-456.25,"Automatic payment of bills",722
10,02-MAY-97,22343,456.25,"Automatic EOQ Inventory purchase",722
10,02-MAY-97,87295,-456.49,"Automatic payment of bills",702
10,11-APR-97,15293,-487.48,"Automatic payment of bills",682
10,03-MAR-97,22343,-454.94,"Automatic payment of bills",662
10,19-MAR-97,89097,-560.86,"Automatic payment of bills",628
10,16-MAR-97,87295,487.48,"Automatic EOQ Inventory purchase",682
10,02-APR-97,73735,456.49,"Automatic EOQ Inventory purchase",702
11,09-FEB-00,87295,-273.54,"Automatic payment of bills",1396
11,09-FEB-00,29387,330.13,"Automatic refund for overpayment",1371
11,01-FEB-00,29387,275.63,"Automatic EOQ Inventory purchase",1422
11,30-JAN-00,29387,5802.16,"Automatic EOQ Inventory purchase",7246
11,10-JAN-00,73735,273.54,"Automatic EOQ Inventory purchase",1396
11,01-JAN-00,29387,-330.13,"Automatic payment of bills",1371
11,03-DEC-99,29387,330.13,"Automatic EOQ Inventory purchase",1371
11,03-NOV-99,22343,204.55,"Automatic EOQ Inventory purchase",1346
11,14-NOV-99,87295,-234.73,"Automatic payment of bills",1322
11,15-FEB-00,51512,506.16,"Automatic EOQ Inventory purchase",7289
11,14-SEP-99,29387,-271.91,"Automatic payment of bills",1272
11,27-MAR-00,51512,-30.19,"Automatic payment of bills",7271
11,17-OCT-99,73735,234.73,"Automatic EOQ Inventory purchase",1322
11,05-OCT-99,73735,-199.51,"Automatic payment of bills",1297
11,29-NOV-99,51512,-204.55,"Automatic payment of bills",1346
11,21-FEB-00,51512,30.19,"Automatic EOQ Inventory purchase",7271
11,02-MAR-00,87295,-5802.16,"Automatic payment of bills",7246
11,04-MAR-00,73735,-275.63,"Automatic payment of bills",1422
11,09-MAR-00,22343,292.49,"Automatic EOQ Inventory purchase",1447
11,22-APR-00,15293,-30.01,"Automatic payment of bills",7301
11,21-MAR-00,22343,-506.16,"Automatic payment of bills",7289
11,10-SEP-99,51512,199.51,"Automatic EOQ Inventory purchase",1297
11,05-APR-00,51512,-292.49,"Automatic payment of bills",1447
11,15-APR-00,15293,208.75,"Automatic EOQ Inventory purchase",7308
11,28-MAY-00,22343,-208.75,"Automatic payment of bills",7308
11,05-MAY-00,88873,209.14,"Automatic EOQ Inventory purchase",7325
11,04-JUN-00,73735,232.07,"Automatic EOQ Inventory purchase",7350
11,27-MAY-00,87295,-209.14,"Automatic payment of bills",7325
11,01-SEP-98,73735,5681.31,"Automatic EOQ Inventory purchase",1043
11,13-MAR-00,73735,30.01,"Automatic EOQ Inventory purchase",7301
11,12-FEB-99,29387,1445.22,"Automatic refund for overpayment",1103
11,13-DEC-02,87295,593.2,"Automatic EOQ Inventory purchase",8100
11,09-JUL-00,87295,-232.07,"Automatic payment of bills",7350
11,20-AUG-98,29387,-5398.01,"Automatic payment of bills",1003
11,16-AUG-98,29387,6065.92,"Automatic EOQ Inventory purchase",1023
11,18-SEP-98,51512,-6065.92,"Automatic payment of bills",1023
11,05-OCT-98,29387,5693.87,"Automatic EOQ Inventory purchase",1063
11,04-NOV-98,87295,-5693.87,"Automatic payment of bills",1063
11,09-NOV-98,87295,5609.16,"Automatic EOQ Inventory purchase",1083
11,11-DEC-98,22343,-5609.16,"Automatic payment of bills",1083
11,17-DEC-98,29387,1675.43,"Automatic EOQ Inventory purchase",8126
11,19-DEC-98,73735,1445.22,"Automatic EOQ Inventory purchase",1103
11,02-JAN-99,22343,3229.11,"Automatic EOQ Inventory purchase",8146
11,02-OCT-98,15293,-5681.31,"Automatic payment of bills",1043
11,08-FEB-99,88873,71.55,"Automatic EOQ Inventory purchase",1122
11,14-AUG-99,88873,271.91,"Automatic EOQ Inventory purchase",1272
11,19-FEB-99,89097,1386.41,"Automatic EOQ Inventory purchase",8166
11,04-MAR-99,87295,-71.55,"Automatic payment of bills",1122
11,06-MAR-99,87295,96.17,"Automatic EOQ Inventory purchase",1147
11,01-APR-99,88873,-96.17,"Automatic payment of bills",1147
11,14-APR-99,29387,30.6,"Automatic EOQ Inventory purchase",8183
11,18-APR-99,88873,97.93,"Automatic EOQ Inventory purchase",1172
11,16-MAY-99,51512,404.17,"Automatic EOQ Inventory purchase",1197
11,19-MAY-99,29387,-97.93,"Automatic payment of bills",1172
11,09-JUN-99,88873,343.4,"Automatic EOQ Inventory purchase",1222
11,17-JUN-99,15293,-404.17,"Automatic payment of bills",1197
11,04-JUL-99,73735,492.59,"Automatic EOQ Inventory purchase",1247
11,11-JUL-99,87295,-343.4,"Automatic payment of bills",1222
11,06-AUG-99,29387,-492.59,"Automatic payment of bills",1247
11,16-JAN-99,87295,-1445.22,"Automatic payment of bills",1103
11,05-JUL-02,88873,317.02,"Automatic EOQ Inventory purchase",7975
11,10-DEC-01,22343,-415.78,"Automatic payment of bills",7750
11,18-DEC-01,22343,-444.54,"Automatic payment of bills",7775
11,31-DEC-01,73735,285.42,"Automatic EOQ Inventory purchase",7800
11,24-JAN-02,22343,-285.42,"Automatic payment of bills",7800
11,01-FEB-02,22343,439.86,"Automatic EOQ Inventory purchase",7825
11,22-FEB-02,73735,454.94,"Automatic EOQ Inventory purchase",7850
11,10-MAR-02,51512,-439.86,"Automatic payment of bills",7825
11,22-MAR-02,88873,317.31,"Automatic EOQ Inventory purchase",7875
11,27-MAR-02,29387,-454.94,"Automatic payment of bills",7850
11,10-APR-02,87295,262.22,"Automatic EOQ Inventory purchase",7900
11,30-APR-02,22343,-317.31,"Automatic payment of bills",7875
11,13-MAY-02,88873,-262.22,"Automatic payment of bills",7900
11,07-NOV-02,29387,704.25,"Automatic EOQ Inventory purchase",8050
11,29-JUN-02,29387,288.96,"Automatic EOQ Inventory purchase",7950
11,29-OCT-01,88873,-407.13,"Automatic payment of bills",7725
11,06-JUL-02,51512,-292.1,"Automatic payment of bills",7925
11,25-JUL-02,22343,-317.02,"Automatic payment of bills",7975
11,03-AUG-02,89097,-288.96,"Automatic payment of bills",7950
11,12-AUG-02,15293,575.03,"Automatic EOQ Inventory purchase",8000
11,12-SEP-02,22343,549.44,"Automatic EOQ Inventory purchase",8025
11,27-SEP-02,88873,-575.03,"Automatic payment of bills",8000
11,03-OCT-02,87295,-549.44,"Automatic payment of bills",8025
11,27-NOV-02,51512,582.77,"Automatic EOQ Inventory purchase",8075
11,16-DEC-02,88873,-704.25,"Automatic payment of bills",8050
11,02-JAN-03,51512,-582.77,"Automatic payment of bills",8075
9,12-MAR-03,51512,20814.12,"Automatic EOQ Inventory purchase",8722
9,08-JUL-03,15293,17051.07,"Automatic EOQ Inventory purchase",8824
9,15-FEB-03,15293,24045.51,"Automatic EOQ Inventory purchase",8697
9,02-FEB-03,51512,-3956.03,"Automatic payment of bills",8098
9,20-JUN-96,73735,1523.99,"Automatic EOQ Inventory purchase",525
9,18-JAN-03,87295,-20019.65,"Automatic payment of bills",8650
9,17-JAN-03,22343,24761.7,"Automatic EOQ Inventory purchase",8673
9,02-JAN-03,15293,-4139.59,"Automatic payment of bills",8073
9,30-DEC-02,15293,3956.03,"Automatic EOQ Inventory purchase",8098
9,19-DEC-02,29387,20019.65,"Automatic EOQ Inventory purchase",8650
9,15-MAR-03,29387,-24045.51,"Automatic payment of bills",8697
9,06-MAY-96,29387,-791.19,"Automatic payment of bills",491
9,09-OCT-96,29387,-646.02,"Automatic payment of bills",576
9,18-SEP-96,15293,-1335.85,"Automatic payment of bills",559
9,09-SEP-96,29387,646.02,"Automatic EOQ Inventory purchase",576
9,16-AUG-96,29387,1335.85,"Automatic EOQ Inventory purchase",559
9,02-AUG-96,89097,-689.37,"Automatic payment of bills",542
9,05-JUL-96,89097,689.37,"Automatic EOQ Inventory purchase",542
9,02-AUG-00,88873,5765.01,"Automatic EOQ Inventory purchase",7398
9,02-FEB-96,51512,609.8,"Automatic EOQ Inventory purchase",457
9,20-MAY-96,89097,1092.92,"Automatic EOQ Inventory purchase",508
9,16-NOV-96,89097,-1223.23,"Automatic payment of bills",593
9,09-APR-96,22343,791.19,"Automatic EOQ Inventory purchase",491
9,08-APR-96,15293,-631.14,"Automatic payment of bills",474
9,19-MAR-96,22343,-1217.51,"Automatic payment of bills",423
9,08-MAR-96,29387,-609.8,"Automatic payment of bills",457
9,05-MAR-96,15293,631.14,"Automatic EOQ Inventory purchase",474
