MANUFACTURERID,TRANSACTIONDATE,EMPLOYEE,AMOUNT,DESCRIPTION,REFERENCE
4,14-Nov-00,29387,631.69,Automatic EOQ Inventory purchase,7469
4,15-Mar-01,51512,-1359.57,Automatic payment of bills,7544
4,13-Oct-00,88873,-921.54,Automatic payment of bills,7419
4,11-Oct-00,51512,1166.68,Automatic EOQ Inventory purchase,7444
4,25-Sep-00,73735,-1593.8,Automatic payment of bills,7394
4,10-Jun-02,88873,-7054.48,Automatic payment of bills,8492
4,9-Aug-03,89097,5811.92,Automatic EOQ Inventory purchase,8846
4,26-Aug-00,88873,1593.8,Automatic EOQ Inventory purchase,7394
4,14-Sep-00,22343,921.54,Automatic EOQ Inventory purchase,7419
4,13-Dec-00,87295,-631.69,Automatic payment of bills,7469
4,11-Jun-01,29387,4968.04,Automatic EOQ Inventory purchase,8269
4,14-Aug-01,88873,4849.12,Automatic EOQ Inventory purchase,8309
4,12-Aug-01,22343,-7653.5,Automatic payment of bills,8289
4,4-Aug-01,15293,-1045.93,Automatic payment of bills,7669
4,19-Jul-01,73735,-1950.01,Automatic payment of bills,7619
4,16-Jul-01,29387,7653.5,Automatic EOQ Inventory purchase,8289
4,10-Jul-01,87295,-4968.04,Automatic payment of bills,8269
4,8-Jul-01,87295,1822.67,Automatic EOQ Inventory purchase,7644
4,5-Mar-01,22343,11038.73,Automatic EOQ Inventory purchase,8210
4,19-Jun-01,73735,-6386.06,Automatic payment of bills,8249
4,7-Mar-01,73735,-484.52,Automatic payment of bills,8190
4,9-Jun-01,88873,1950.01,Automatic EOQ Inventory purchase,7619
4,21-May-01,51512,-1533,Automatic payment of bills,7594
4,20-May-01,73735,6386.06,Automatic EOQ Inventory purchase,8249
4,13-May-01,88873,-6000.86,Automatic payment of bills,8230
4,26-Apr-01,87295,-649.99,Automatic payment of bills,7569
4,14-Apr-01,88873,1533,Automatic EOQ Inventory purchase,7594
4,1-Apr-01,73735,-11038.73,Automatic payment of bills,8210
4,16-Aug-01,29387,-1822.67,Automatic payment of bills,7644
4,1-Jul-01,87295,1045.93,Automatic EOQ Inventory purchase,7669
4,15-Jan-04,29387,12326.59,Automatic EOQ Inventory purchase,8974
4,4-Jun-04,87295,7192.82,Automatic EOQ Inventory purchase,9106
4,19-May-04,22343,8055.49,Automatic EOQ Inventory purchase,9079
4,3-May-04,88873,-12336.77,Automatic payment of bills,9052
4,13-Apr-04,73735,-8288,Automatic payment of bills,9026
4,8-Apr-04,73735,12336.77,Automatic EOQ Inventory purchase,9052
4,9-Mar-04,89097,8288,Automatic EOQ Inventory purchase,9026
4,4-Mar-04,87295,-8748.94,Automatic payment of bills,9000
4,21-Jul-03,51512,-11559.89,Automatic payment of bills,8796
4,9-Feb-04,73735,8748.94,Automatic EOQ Inventory purchase,9000
4,11-Jul-04,22343,8040.71,Automatic EOQ Inventory purchase,9133
4,10-Jan-04,87295,-9447.34,Automatic payment of bills,8948
4,18-Dec-03,51512,-4567.07,Automatic payment of bills,8922
4,11-Dec-03,73735,9447.34,Automatic EOQ Inventory purchase,8948
4,20-Nov-03,87295,4567.07,Automatic EOQ Inventory purchase,8922
4,11-Nov-03,22343,-5138.25,Automatic payment of bills,8896
4,19-Oct-03,87295,-4085.92,Automatic payment of bills,8871
4,16-Sep-03,73735,4085.92,Automatic EOQ Inventory purchase,8871
4,13-Feb-04,87295,-12326.59,Automatic payment of bills,8974
4,16-Nov-04,87295,-5353.23,Automatic payment of bills,9216
4,7-Aug-00,22343,-1079.86,Automatic payment of bills,7369
4,7-Sep-03,73735,-5811.92,Automatic payment of bills,8846
4,9-Mar-05,15293,-13103.4,Automatic payment of bills,9328
4,10-Feb-05,29387,13103.4,Automatic EOQ Inventory purchase,9328
4,2-Feb-05,51512,-11352.43,Automatic payment of bills,9300
4,4-Jan-05,88873,11352.43,Automatic EOQ Inventory purchase,9300
4,30-Dec-04,89097,-8955.23,Automatic payment of bills,9272
4,16-Jun-04,51512,-8055.49,Automatic payment of bills,9079
4,5-Dec-04,29387,8955.23,Automatic EOQ Inventory purchase,9272
4,8-Jul-04,87295,-7192.82,Automatic payment of bills,9106
4,7-Nov-04,29387,5545.77,Automatic EOQ Inventory purchase,9244
4,17-Oct-04,73735,-9851.49,Automatic payment of bills,9188
4,11-Oct-04,73735,5353.23,Automatic EOQ Inventory purchase,9216
4,17-Sep-04,51512,-7906.4,Automatic payment of bills,9160
4,16-Sep-04,73735,9851.49,Automatic EOQ Inventory purchase,9188
4,18-Aug-04,51512,7906.4,Automatic EOQ Inventory purchase,9160
4,12-Aug-04,87295,-8040.71,Automatic payment of bills,9133
4,20-Jun-03,87295,11559.89,Automatic EOQ Inventory purchase,8796
4,12-Dec-04,88873,-5545.77,Automatic payment of bills,9244
4,30-Aug-02,73735,-8209.22,Automatic payment of bills,8559
4,6-Aug-03,88873,-10527.74,Automatic payment of bills,8821
4,4-Nov-02,88873,1923.78,Automatic EOQ Inventory purchase,8069
4,27-Oct-02,15293,1476.08,Automatic EOQ Inventory purchase,8044
4,20-Oct-02,88873,3645.79,Automatic EOQ Inventory purchase,8605
4,18-Oct-02,22343,-6456.31,Automatic payment of bills,8582
4,10-Oct-02,89097,1349.7,Automatic EOQ Inventory purchase,8019
4,2-Oct-02,87295,-1936.83,Automatic payment of bills,7994
4,13-Nov-02,29387,5131.7,Automatic EOQ Inventory purchase,8627
4,5-Sep-02,22343,1936.83,Automatic EOQ Inventory purchase,7994
4,16-Nov-02,87295,-3645.79,Automatic payment of bills,8605
4,30-Aug-02,29387,-685.68,Automatic payment of bills,7969
4,11-Aug-02,51512,-3461.89,Automatic payment of bills,8537
4,3-Aug-02,22343,8209.22,Automatic EOQ Inventory purchase,8559
4,1-Aug-02,15293,-1534.23,Automatic payment of bills,7944
4,30-Jul-02,73735,685.68,Automatic EOQ Inventory purchase,7969
4,13-Jul-02,73735,3461.89,Automatic EOQ Inventory purchase,8537
4,13-Jul-02,51512,-1235.5,Automatic payment of bills,7919
4,11-Jul-02,51512,-4531.81,Automatic payment of bills,8514
4,18-Sep-02,88873,6456.31,Automatic EOQ Inventory purchase,8582
4,15-Feb-03,87295,-10676.01,Automatic payment of bills,8671
4,3-Jul-02,51512,1534.23,Automatic EOQ Inventory purchase,7944
4,7-Jun-03,87295,-9543.47,Automatic payment of bills,8771
4,8-May-03,73735,9543.47,Automatic EOQ Inventory purchase,8771
4,25-Apr-03,73735,-11326.54,Automatic payment of bills,8745
4,7-Apr-03,87295,-7330.49,Automatic payment of bills,8720
4,1-Apr-03,22343,11326.54,Automatic EOQ Inventory purchase,8745
4,23-Mar-03,15293,-6229.94,Automatic payment of bills,8695
4,12-Nov-02,89097,-1349.7,Automatic payment of bills,8019
4,17-Feb-03,73735,6229.94,Automatic EOQ Inventory purchase,8695
4,6-Jul-03,51512,10527.74,Automatic EOQ Inventory purchase,8821
4,5-Feb-03,22343,-2262.02,Automatic payment of bills,8094
4,13-Jan-03,73735,10676.01,Automatic EOQ Inventory purchase,8671
4,11-Jan-03,73735,-7801.72,Automatic payment of bills,8649
4,4-Jan-03,22343,2262.02,Automatic EOQ Inventory purchase,8094
4,15-Dec-02,88873,-5131.7,Automatic payment of bills,8627
4,11-Dec-02,73735,7801.72,Automatic EOQ Inventory purchase,8649
4,1-Dec-02,88873,-1923.78,Automatic payment of bills,8069
4,30-Nov-02,73735,-1476.08,Automatic payment of bills,8044
4,11-Mar-03,29387,7330.49,Automatic EOQ Inventory purchase,8720
4,13-Jun-96,73735,1668.54,Automatic EOQ Inventory purchase,521
4,16-Oct-96,87295,1218.91,Automatic EOQ Inventory purchase,589
4,9-Oct-96,29387,-1130.2,Automatic payment of bills,572
4,16-Sep-96,51512,-1626.11,Automatic payment of bills,555
4,6-Sep-96,22343,1130.2,Automatic EOQ Inventory purchase,572
4,18-Aug-96,87295,1626.11,Automatic EOQ Inventory purchase,555
4,17-Aug-96,73735,-1274.78,Automatic payment of bills,538
4,15-Jul-96,51512,1274.78,Automatic EOQ Inventory purchase,538
4,10-Aug-97,15293,4579.15,Automatic EOQ Inventory purchase,778
4,18-Jun-96,22343,-1410.28,Automatic payment of bills,504
4,9-Dec-96,51512,1000.57,Automatic EOQ Inventory purchase,623
4,17-May-96,15293,1410.28,Automatic EOQ Inventory purchase,504
4,17-May-96,29387,-808.04,Automatic payment of bills,487
4,17-Apr-96,51512,808.04,Automatic EOQ Inventory purchase,487
4,12-Apr-96,89097,-793.25,Automatic payment of bills,470
4,17-Mar-96,88873,-2671.73,Automatic payment of bills,419
4,13-Mar-96,87295,793.25,Automatic EOQ Inventory purchase,470
4,13-Mar-96,51512,-889.99,Automatic payment of bills,453
4,13-Jul-96,88873,-1668.54,Automatic payment of bills,521
4,11-Mar-97,87295,4294.97,Automatic EOQ Inventory purchase,678
4,21-Jul-97,73735,-5149.35,Automatic payment of bills,738
4,15-Jul-97,51512,3931.71,Automatic EOQ Inventory purchase,758
4,15-Jun-97,15293,5149.35,Automatic EOQ Inventory purchase,738
4,7-Jun-97,88873,-4439.09,Automatic payment of bills,718
4,21-May-97,51512,-4364.59,Automatic payment of bills,698
4,9-May-97,51512,4439.09,Automatic EOQ Inventory purchase,718
4,18-Apr-97,51512,4364.59,Automatic EOQ Inventory purchase,698
4,7-Nov-96,87295,1611.03,Automatic EOQ Inventory purchase,606
4,12-Mar-97,22343,-3405.08,Automatic payment of bills,657
4,15-Nov-96,29387,-1218.91,Automatic payment of bills,589
4,5-Mar-97,89097,-1000.57,Automatic payment of bills,623
4,15-Feb-97,51512,-1616.97,Automatic payment of bills,640
4,13-Feb-97,22343,3405.08,Automatic EOQ Inventory purchase,657
4,4-Feb-97,87295,1000.57,Automatic refund for overpayment,623
4,14-Jan-97,88873,1616.97,Automatic EOQ Inventory purchase,640
4,7-Jan-97,73735,-1000.57,Automatic payment of bills,623
4,11-Dec-96,51512,-1611.03,Automatic payment of bills,606
4,9-Feb-96,29387,-2818.57,Automatic payment of bills,436
4,6-Apr-97,87295,-4294.97,Automatic payment of bills,678
4,13-Dec-94,29387,1413.61,Automatic EOQ Inventory purchase,168
4,15-Feb-96,22343,889.99,Automatic EOQ Inventory purchase,453
4,24-Mar-95,29387,-1120.59,Automatic payment of bills,249
4,10-Mar-95,22343,-1413.61,Automatic payment of bills,168
4,4-Mar-95,29387,2535.54,Automatic EOQ Inventory purchase,266
4,20-Feb-95,22343,-1067.9,Automatic payment of bills,186
4,18-Feb-95,87295,1120.59,Automatic EOQ Inventory purchase,249
4,8-Feb-95,88873,1413.61,Automatic refund for overpayment,168
4,12-Apr-95,22343,1592.77,Automatic EOQ Inventory purchase,283
4,11-Jan-95,29387,-1413.61,Automatic payment of bills,168
4,10-May-95,88873,-1592.77,Automatic payment of bills,283
4,8-Dec-94,22343,-925.33,Automatic payment of bills,150
4,18-Nov-94,22343,-614.08,Automatic payment of bills,132
4,13-Nov-94,87295,925.33,Automatic EOQ Inventory purchase,150
4,22-Oct-94,51512,-1020.72,Automatic payment of bills,114
4,19-Oct-94,22343,614.08,Automatic EOQ Inventory purchase,132
4,21-Sep-94,73735,1020.72,Automatic EOQ Inventory purchase,114
4,3-Feb-94,51512,-12665,Automatic payment of bills,4
4,8-Jul-00,22343,1079.86,Automatic EOQ Inventory purchase,7369
4,19-Jan-95,15293,1067.9,Automatic EOQ Inventory purchase,186
4,14-Oct-95,73735,-2006.41,Automatic payment of bills,368
4,17-Jun-95,15293,1594.31,Automatic EOQ Inventory purchase,317
4,17-Jan-96,29387,-2671.73,Automatic payment of bills,419
4,1-Jan-94,87295,12665,Initial Purchase for startup,4
4,14-Jan-96,87295,2818.57,Automatic EOQ Inventory purchase,436
4,14-Oct-03,89097,5138.25,Automatic EOQ Inventory purchase,8896
4,17-Dec-95,88873,2671.73,Automatic EOQ Inventory purchase,419
4,4-Dec-95,88873,-2150.46,Automatic payment of bills,402
4,3-Apr-95,73735,-2535.54,Automatic payment of bills,266
4,4-Nov-95,89097,2150.46,Automatic EOQ Inventory purchase,402
4,14-Feb-96,15293,2671.73,Automatic refund for overpayment,419
4,9-Oct-95,73735,1965.02,Automatic EOQ Inventory purchase,385
4,16-Sep-95,15293,2006.41,Automatic EOQ Inventory purchase,368
4,6-Sep-95,29387,-2885.41,Automatic payment of bills,351
4,9-Aug-95,88873,-2898.26,Automatic payment of bills,334
4,7-Aug-95,29387,2885.41,Automatic EOQ Inventory purchase,351
4,17-Jul-95,22343,-1594.31,Automatic payment of bills,317
4,7-Jul-95,87295,2898.26,Automatic EOQ Inventory purchase,334
4,11-Jun-95,73735,-1804.65,Automatic payment of bills,300
4,8-Nov-95,51512,-1965.02,Automatic payment of bills,385
4,16-Aug-99,29387,1518.37,Automatic EOQ Inventory purchase,1266
4,17-Mar-99,87295,1002.02,Automatic EOQ Inventory purchase,1141
4,7-Dec-99,51512,-1322.35,Automatic payment of bills,1340
4,21-Nov-99,22343,-1568.51,Automatic payment of bills,1316
4,8-Nov-99,22343,1322.35,Automatic EOQ Inventory purchase,1340
4,18-Oct-99,15293,1568.51,Automatic EOQ Inventory purchase,1316
4,14-Oct-99,88873,-789.1,Automatic payment of bills,1291
4,17-Sep-99,87295,-1518.37,Automatic payment of bills,1266
4,13-Jan-00,29387,959.22,Automatic EOQ Inventory purchase,1390
4,21-Aug-99,29387,-3094.04,Automatic payment of bills,1241
4,15-Jan-00,87295,-1594.97,Automatic payment of bills,1365
4,20-Jul-99,22343,3094.04,Automatic EOQ Inventory purchase,1241
4,20-Jul-99,88873,-3050.31,Automatic payment of bills,1216
4,17-Jun-99,89097,3050.31,Automatic EOQ Inventory purchase,1216
4,13-Jun-99,73735,-2724.51,Automatic payment of bills,1191
4,19-May-99,73735,2724.51,Automatic EOQ Inventory purchase,1191
4,14-May-99,22343,-1178.09,Automatic payment of bills,1166
4,15-Apr-99,73735,-1002.02,Automatic payment of bills,1141
4,13-Apr-99,73735,1178.09,Automatic EOQ Inventory purchase,1166
4,11-Sep-99,88873,789.1,Automatic EOQ Inventory purchase,1291
4,2-Apr-00,87295,-1312.72,Automatic payment of bills,1441
4,11-May-95,88873,1804.65,Automatic EOQ Inventory purchase,300
4,13-Aug-97,87295,-3931.71,Automatic payment of bills,758
4,4-Jul-00,29387,-278.62,Automatic payment of bills,7344
4,25-Jun-00,29387,-498.02,Automatic payment of bills,7319
4,8-Jun-00,29387,-899.31,Automatic payment of bills,7304
4,7-Jun-00,73735,278.62,Automatic EOQ Inventory purchase,7344
4,20-May-00,51512,498.02,Automatic EOQ Inventory purchase,7319
4,10-Dec-99,22343,1594.97,Automatic EOQ Inventory purchase,1365
4,2-Apr-00,88873,-151.22,Automatic payment of bills,7266
4,19-Feb-00,51512,-9060.93,Automatic payment of bills,7240
4,5-Mar-00,22343,151.22,Automatic EOQ Inventory purchase,7266
4,3-Mar-00,29387,-273.23,Automatic payment of bills,7284
4,2-Mar-00,51512,-1379.33,Automatic payment of bills,1416
4,17-Feb-00,22343,1594.97,Automatic refund for overpayment,1365
4,15-Feb-00,22343,-959.22,Automatic payment of bills,1390
4,10-Feb-00,88873,273.23,Automatic EOQ Inventory purchase,7284
4,1-Feb-00,88873,1379.33,Automatic EOQ Inventory purchase,1416
4,24-Jan-00,87295,9060.93,Automatic EOQ Inventory purchase,7240
4,5-May-00,87295,899.31,Automatic EOQ Inventory purchase,7304
4,7-Dec-97,88873,3921.29,Automatic EOQ Inventory purchase,858
4,7-Jun-98,51512,4783.94,Automatic EOQ Inventory purchase,978
4,14-May-98,15293,2907.66,Automatic EOQ Inventory purchase,958
4,13-May-98,89097,-4974.61,Automatic payment of bills,938
4,20-Apr-98,73735,-5204.13,Automatic payment of bills,918
4,16-Apr-98,22343,4974.61,Automatic EOQ Inventory purchase,938
4,17-Mar-98,87295,-2037.45,Automatic payment of bills,898
4,16-Mar-98,87295,5204.13,Automatic EOQ Inventory purchase,918
4,14-Feb-98,73735,2037.45,Automatic EOQ Inventory purchase,898
4,17-Jun-98,88873,-2907.66,Automatic payment of bills,958
4,5-Jan-98,22343,-3921.29,Automatic payment of bills,858
4,9-Jan-98,88873,5613.63,Automatic EOQ Inventory purchase,878
4,19-Nov-97,73735,4696.7,Automatic EOQ Inventory purchase,838
4,6-Nov-97,73735,-3323.54,Automatic payment of bills,818
4,11-Oct-97,29387,3323.54,Automatic EOQ Inventory purchase,818
4,6-Oct-97,29387,-4467.76,Automatic payment of bills,798
4,7-Mar-99,51512,-804.33,Automatic payment of bills,1116
4,2-Mar-00,89097,1312.72,Automatic EOQ Inventory purchase,1441
4,10-Sep-97,87295,-4579.15,Automatic payment of bills,778
4,8-Sep-97,51512,4467.76,Automatic EOQ Inventory purchase,798
4,7-Feb-98,89097,-5613.63,Automatic payment of bills,878
4,18-Nov-98,73735,-4561.19,Automatic payment of bills,1058
4,28-Jan-99,73735,1381.93,Automatic refund for overpayment,1098
4,15-Jan-99,73735,4440.72,Automatic EOQ Inventory purchase,8141
4,6-Feb-99,88873,804.33,Automatic EOQ Inventory purchase,1116
4,20-Dec-97,89097,-4696.7,Automatic payment of bills,838
4,8-Feb-99,51512,1507.23,Automatic EOQ Inventory purchase,8161
4,3-Jan-99,29387,-1381.93,Automatic payment of bills,1098
4,6-Dec-98,29387,2619.23,Automatic EOQ Inventory purchase,8121
4,2-Dec-98,29387,1381.93,Automatic EOQ Inventory purchase,1098
4,7-Nov-98,87295,3563.95,Automatic EOQ Inventory purchase,1078
4,20-Oct-98,73735,4561.19,Automatic EOQ Inventory purchase,1058
4,11-Jul-98,29387,-4783.94,Automatic payment of bills,978
4,21-Sep-98,87295,-4588.09,Automatic payment of bills,1018
4,11-Jul-98,87295,3751.93,Automatic EOQ Inventory purchase,998
4,11-Aug-98,51512,-3751.93,Automatic payment of bills,998
4,11-Sep-98,73735,4356.41,Automatic EOQ Inventory purchase,1038
4,15-Oct-98,73735,-4356.41,Automatic payment of bills,1038
4,6-Dec-98,73735,-3563.95,Automatic payment of bills,1078
4,19-Aug-98,51512,4588.09,Automatic EOQ Inventory purchase,1018
5,3-Jan-00,73735,226.62,Automatic EOQ Inventory purchase,1391
5,12-Feb-00,15293,482.34,Automatic EOQ Inventory purchase,7285
5,12-Feb-00,51512,347.54,Automatic EOQ Inventory purchase,1417
5,17-Oct-99,87295,406.24,Automatic EOQ Inventory purchase,1317
5,5-Feb-00,22343,-226.62,Automatic payment of bills,1391
5,16-Jan-00,22343,-408.14,Automatic payment of bills,1366
5,17-Nov-99,87295,323.27,Automatic EOQ Inventory purchase,1341
5,17-Feb-00,22343,408.14,Automatic refund for overpayment,1366
5,20-Apr-00,88873,156.57,Automatic EOQ Inventory purchase,7305
5,19-Dec-99,51512,-323.27,Automatic payment of bills,1341
5,20-Nov-99,88873,-406.24,Automatic payment of bills,1317
5,15-Dec-99,29387,408.14,Automatic EOQ Inventory purchase,1366
5,29-Jan-00,89097,7257.38,Automatic EOQ Inventory purchase,7241
5,23-May-00,88873,131.32,Automatic EOQ Inventory purchase,7320
5,12-Aug-00,29387,-247.62,Automatic payment of bills,7370
5,3-Jul-00,29387,-107.61,Automatic payment of bills,7345
5,26-Jun-00,87295,-131.32,Automatic payment of bills,7320
5,18-Jan-99,87295,-1530.05,Automatic payment of bills,1099
5,8-Oct-99,89097,-190.79,Automatic payment of bills,1292
5,23-Mar-00,87295,-47.77,Automatic payment of bills,7267
5,1-Jun-00,15293,-156.57,Automatic payment of bills,7305
5,21-Feb-00,29387,47.77,Automatic EOQ Inventory purchase,7267
5,21-Jul-00,51512,247.62,Automatic EOQ Inventory purchase,7370
5,8-Apr-00,89097,-323.05,Automatic payment of bills,1442
5,10-Mar-00,22343,-347.54,Automatic payment of bills,1417
5,8-Mar-00,51512,323.05,Automatic EOQ Inventory purchase,1442
5,7-Mar-00,73735,-482.34,Automatic payment of bills,7285
5,26-Feb-00,15293,-7257.38,Automatic payment of bills,7241
5,8-Jun-00,87295,107.61,Automatic EOQ Inventory purchase,7345
5,11-Mar-99,15293,-193.71,Automatic payment of bills,1117
5,3-Sep-98,88873,-5394.43,Automatic payment of bills,1019
5,16-Sep-98,87295,5492.62,Automatic EOQ Inventory purchase,1039
5,4-May-02,22343,-226.52,Automatic payment of bills,7895
5,21-Aug-00,22343,390.23,Automatic EOQ Inventory purchase,7395
5,13-Oct-98,51512,5128.89,Automatic EOQ Inventory purchase,1059
5,15-Oct-98,88873,-5492.62,Automatic payment of bills,1039
5,4-Nov-98,73735,4565.57,Automatic EOQ Inventory purchase,1079
5,14-Nov-98,29387,-5128.89,Automatic payment of bills,1059
5,6-Dec-98,87295,-4565.57,Automatic payment of bills,1079
5,18-Dec-98,89097,1530.05,Automatic EOQ Inventory purchase,1099
5,18-Dec-98,88873,2089.39,Automatic EOQ Inventory purchase,8122
5,20-Jan-99,73735,4405.44,Automatic EOQ Inventory purchase,8142
5,4-Feb-99,87295,193.71,Automatic EOQ Inventory purchase,1117
5,19-Feb-99,51512,1530.05,Automatic refund for overpayment,1099
5,10-Sep-99,88873,190.79,Automatic EOQ Inventory purchase,1292
5,13-Mar-99,22343,247.32,Automatic EOQ Inventory purchase,1142
5,4-Apr-99,87295,315.77,Automatic EOQ Inventory purchase,1167
5,13-Apr-99,88873,-247.32,Automatic payment of bills,1142
5,2-May-99,29387,-315.77,Automatic payment of bills,1167
5,12-May-99,88873,616.44,Automatic EOQ Inventory purchase,1192
5,5-Jun-99,29387,729.1,Automatic EOQ Inventory purchase,1217
5,8-Jun-99,73735,-616.44,Automatic payment of bills,1192
5,7-Jul-99,88873,-729.1,Automatic payment of bills,1217
5,14-Jul-99,89097,719.3,Automatic EOQ Inventory purchase,1242
5,10-Aug-99,87295,390.05,Automatic EOQ Inventory purchase,1267
5,11-Aug-99,73735,-719.3,Automatic payment of bills,1242
5,10-Sep-99,51512,-390.05,Automatic payment of bills,1267
5,14-Feb-99,15293,1426.07,Automatic EOQ Inventory purchase,8162
5,5-Aug-02,29387,518.23,Automatic EOQ Inventory purchase,7995
5,27-Dec-01,22343,221.89,Automatic EOQ Inventory purchase,7795
5,3-Jan-02,89097,-435.22,Automatic payment of bills,7770
5,9-Jan-02,22343,277.1,Automatic EOQ Inventory purchase,7820
5,24-Jan-02,87295,-221.89,Automatic payment of bills,7795
5,7-Feb-02,22343,-277.1,Automatic payment of bills,7820
5,20-Feb-02,87295,323.79,Automatic EOQ Inventory purchase,7845
5,19-Mar-02,15293,403.7,Automatic EOQ Inventory purchase,7870
5,1-Apr-02,51512,-323.79,Automatic payment of bills,7845
5,13-Apr-02,15293,-403.7,Automatic payment of bills,7870
5,21-May-02,29387,314.67,Automatic EOQ Inventory purchase,7920
5,21-Jun-02,88873,-314.67,Automatic payment of bills,7920
5,26-Jun-02,15293,356.12,Automatic EOQ Inventory purchase,7945
5,10-Apr-02,89097,226.52,Automatic EOQ Inventory purchase,7895
5,1-Aug-02,15293,-356.12,Automatic payment of bills,7945
5,9-Oct-01,73735,-355.58,Automatic payment of bills,7745
5,26-Aug-02,73735,-164.95,Automatic payment of bills,7970
5,7-Sep-02,87295,-518.23,Automatic payment of bills,7995
5,13-Sep-02,88873,310.06,Automatic EOQ Inventory purchase,8020
5,21-Oct-02,87295,380.27,Automatic EOQ Inventory purchase,8045
5,25-Oct-02,29387,-310.06,Automatic payment of bills,8020
5,3-Nov-02,51512,505.89,Automatic EOQ Inventory purchase,8070
5,4-Nov-02,15293,-380.27,Automatic payment of bills,8045
5,4-Dec-02,51512,-505.89,Automatic payment of bills,8070
5,9-Jan-03,73735,535.26,Automatic EOQ Inventory purchase,8095
5,2-Feb-03,51512,-535.26,Automatic payment of bills,8095
5,7-Aug-98,51512,-5649.01,Automatic payment of bills,999
5,17-Jun-98,87295,-5404.26,Automatic payment of bills,959
5,21-Jul-02,73735,164.95,Automatic EOQ Inventory purchase,7970
5,7-Apr-01,22343,-166.32,Automatic payment of bills,7570
5,18-Sep-00,22343,229.43,Automatic EOQ Inventory purchase,7420
5,15-Oct-00,29387,307.51,Automatic EOQ Inventory purchase,7445
5,17-Oct-00,22343,-229.43,Automatic payment of bills,7420
5,12-Nov-00,87295,-307.51,Automatic payment of bills,7445
5,19-Nov-00,22343,168.67,Automatic EOQ Inventory purchase,7470
5,13-Dec-00,73735,-168.67,Automatic payment of bills,7470
5,20-Dec-00,29387,280.33,Automatic EOQ Inventory purchase,7495
5,18-Jan-01,29387,304.77,Automatic EOQ Inventory purchase,7520
5,21-Jan-01,15293,-280.33,Automatic payment of bills,7495
5,4-Feb-01,51512,313.58,Automatic EOQ Inventory purchase,7545
5,19-Feb-01,51512,280.33,Automatic refund for overpayment,7495
5,19-Feb-01,29387,-304.77,Automatic payment of bills,7520
5,21-Nov-01,15293,435.22,Automatic EOQ Inventory purchase,7770
5,6-Mar-01,89097,-313.58,Automatic payment of bills,7545
5,10-Oct-01,89097,-447.53,Automatic payment of bills,7695
5,19-Apr-01,51512,361.25,Automatic EOQ Inventory purchase,7595
5,25-May-01,73735,-361.25,Automatic payment of bills,7595
5,2-Jun-01,22343,467.42,Automatic EOQ Inventory purchase,7645
5,6-Jun-01,73735,503.71,Automatic EOQ Inventory purchase,7620
5,3-Jul-01,51512,-467.42,Automatic payment of bills,7645
5,6-Jul-01,73735,249.94,Automatic EOQ Inventory purchase,7670
5,23-Jul-01,51512,-503.71,Automatic payment of bills,7620
5,7-Aug-01,15293,-249.94,Automatic payment of bills,7670
5,3-Sep-01,51512,447.53,Automatic EOQ Inventory purchase,7695
5,19-Sep-01,22343,301.84,Automatic EOQ Inventory purchase,7720
5,4-Oct-01,73735,355.58,Automatic EOQ Inventory purchase,7745
5,8-Oct-01,51512,-301.84,Automatic payment of bills,7720
5,13-Sep-00,29387,-390.23,Automatic payment of bills,7395
5,5-Mar-01,51512,166.32,Automatic EOQ Inventory purchase,7570
5,3-Aug-95,29387,-3060.37,Automatic payment of bills,335
5,17-Feb-95,51512,2115.2,Automatic EOQ Inventory purchase,250
5,5-Mar-95,73735,3096.53,Automatic EOQ Inventory purchase,267
5,11-Mar-95,88873,-240.43,Automatic payment of bills,234
5,14-Mar-95,87295,-2643.33,Automatic payment of bills,169
5,15-Mar-95,88873,-2115.2,Automatic payment of bills,250
5,31-Mar-95,88873,-3096.53,Automatic payment of bills,267
5,1-Apr-95,51512,2921.67,Automatic EOQ Inventory purchase,284
5,26-Apr-95,87295,-2921.67,Automatic payment of bills,284
5,17-May-95,88873,2643.84,Automatic EOQ Inventory purchase,301
5,11-Jun-95,51512,2723.19,Automatic EOQ Inventory purchase,318
5,18-Jun-95,87295,-2643.84,Automatic payment of bills,301
5,7-Jul-95,29387,3060.37,Automatic EOQ Inventory purchase,335
5,13-Mar-96,88873,4325.23,Automatic EOQ Inventory purchase,471
5,1-Aug-95,87295,3052.42,Automatic EOQ Inventory purchase,352
5,1-Feb-95,73735,-2061.11,Automatic payment of bills,187
5,31-Aug-95,22343,-3052.42,Automatic payment of bills,352
5,14-Sep-95,15293,3116.69,Automatic EOQ Inventory purchase,369
5,1-Oct-95,15293,3296.51,Automatic EOQ Inventory purchase,386
5,16-Oct-95,89097,-3116.69,Automatic payment of bills,369
5,1-Nov-95,51512,-3296.51,Automatic payment of bills,386
5,1-Nov-95,29387,2323.99,Automatic EOQ Inventory purchase,403
5,3-Dec-95,89097,2883.02,Automatic EOQ Inventory purchase,420
5,5-Dec-95,88873,-2323.99,Automatic payment of bills,403
5,31-Dec-95,88873,-2883.02,Automatic payment of bills,420
5,12-Jan-96,29387,3151.17,Automatic EOQ Inventory purchase,437
5,11-Feb-96,88873,-3151.17,Automatic payment of bills,437
5,17-Feb-96,88873,2047.76,Automatic EOQ Inventory purchase,454
5,10-Jul-95,29387,-2723.19,Automatic payment of bills,318
