"CITYID","ZIPCODE","CITY","STATE","AREACODE","POPULATION1990","POPULATION1980","COUNTRY","LATITUDE","LONGITUDE","POPULATIONCDF"
1054,"32114","Daytona Beach","FL","904",61991,54176,"USA",29.21667,-81.01667,0.2001785
1055,"32713","De Bary","FL","407",7176,4980,"USA",28.9,-81.3,0.2002196
1056,"32720","De Land","FL","904",16622,15354,"USA",29.03333,-81.3,0.2003148
1057,"33441","Deerfield Beach","FL","305",46997,39193,"USA",26.31667,-80.1,0.2005841
1058,"32433","DeFuniak Springs","FL","904",5200,5563,"USA",,,0.2006139
1059,"33617","Del Rio","FL","813",8248,7409,"USA",28.01667,-82.4,0.2006611
1060,"33444","Delray Beach","FL","407",47184,34329,"USA",26.46667,-80.06667,0.2009314
1061,"32725","Deltona","FL","407",50828,15710,"USA",28.9,-81.23333,0.2012226
1062,"32541","Destin","FL","904",8090,3913,"USA",30.4,-86.5,0.201269
1063,"","Doctor Phillips","FL","",7963,,"USA",,,0.2013146
1064,"34698","Dunedin","FL","813",34427,30203,"USA",28.01667,-82.78333,0.2015118
1065,"33610","East Lake-Orient Park","FL","813",6171,5612,"USA",,,0.2015472
1066,"33940","East Naples","FL","813",22951,12127,"USA",26.13333,-81.76667,0.2016787
1067,"32132","Edgewater","FL","904",15351,6726,"USA",28.98333,-80.9,0.2017666
1068,"32542","Eglin AFB","FL","904",8347,7574,"USA",30.46667,-86.56667,0.2018144
1069,"33614","Egypt Lake","FL","813",14580,11932,"USA",28.01667,-82.5,0.2018979
1070,"34680","Elfers","FL","813",12356,11396,"USA",28.21667,-82.71667,0.2019687
1071,"34223","Englewood","FL","813",15025,10229,"USA",26.96667,-82.35,0.2020548
1072,"32534","Ensley","FL","904",16362,14422,"USA",30.51667,-87.26667,0.2021486
1073,"32726","Eustis","FL","904",12856,9453,"USA",28.85,-81.68333,0.2022222
1074,"32804","Fairview Shores","FL","305",13192,10174,"USA",28.6,-81.4,0.2022978
1075,"32730","Fern Park","FL","407",8294,8904,"USA",28.65,-81.35,0.2023453
1076,"32034","Fernandina Beach","FL","904",8765,7224,"USA",30.66667,-81.45,0.2023955
1077,"32514","Ferry Pass","FL","904",26301,16910,"USA",30.53333,-87.21667,0.2025462
1078,"33034","Florida City","FL","305",5978,6174,"USA",25.45,-80.48333,0.2025804
1079,"","Florida Ridge","FL","",12218,4988,"USA",27.58333,-80.38333,0.2026504
1080,"32714","Forest City","FL","407",10638,6819,"USA",28.66667,-81.45,0.2027114
1081,"","Forest Island Park","FL","",5988,,"USA",,,0.2027457
1082,"33310","Fort Lauderdale","FL","305",149238,153279,"USA",26.11667,-80.13333,0.2036007
1083,"33902","Fort Myers","FL","813",44947,36638,"USA",26.63333,-81.85,0.2038582
1084,"33931","Fort Myers Beach","FL","813",9284,5753,"USA",26.65,-81.86667,0.2039113
1085,"","Fort Myers Shores","FL","",5460,4426,"USA",26.71667,-81.73333,0.2039426
1086,"34981","Fort Pierce","FL","407",36830,33802,"USA",27.45,-80.33334,0.2041536
1087,"33452","Fort Pierce North","FL","407",5833,5929,"USA",,,0.204187
1088,"","Fort Pierce South","FL","407",5320,3324,"USA",27.36667,-80.31667,0.2042175
1089,"32548","Fort Walton Beach","FL","904",21407,20829,"USA",30.41667,-86.6,0.2043402
1090,"","Fruit Cove","FL","",5904,3906,"USA",30.1,-81.63333,0.204374
1091,"","Fruitville","FL","813",9808,2551,"USA",27.11667,-82.4,0.2044302
1093,"33801","Gibsonia","FL","813",5168,5011,"USA",28.11667,-81.96667,0.2044598
1094,"33534","Gibsonton","FL","813",7706,,"USA",27.85,-82.38333,0.2045039
1095,"32960","Gifford","FL","407",6278,6240,"USA",27.66667,-80.41666,0.2045399
1096,"","Gladeview","FL","305",15637,18919,"USA",25.83333,-80.23333,0.2046295
1097,"33143","Glenvar Heights","FL","305",14823,13216,"USA",25.7,-80.31667,0.2047144
1098,"33999","Golden Gate","FL","813",14148,4327,"USA",26.18333,-81.7,0.2047954
1099,"33055","Golden Glades","FL","305",25474,23154,"USA",25.91667,-80.2,0.2049414
1100,"32733","Goldenrod","FL","407",12362,13677,"USA",28.6,-81.3,0.2050122
1101,"32560","Gonzalez","FL","904",7669,6084,"USA",30.56667,-87.28333,0.2050561
1102,"33170","Goulds","FL","305",7284,7078,"USA",25.55,-80.38333,0.2050979
1103,"","Greater Northdale","FL","",16318,,"USA",,,0.2051914
1104,"33463","Greenacres City","FL","407",18683,8870,"USA",26.63333,-80.11667,0.2052984
1105,"32561","Gulf Breeze","FL","904",5530,5478,"USA",30.36667,-87.15,0.2053301
1106,"33581","Gulf Gate Estates","FL","813",11622,9248,"USA",27.25,-82.5,0.2053967
1107,"33707","Gulfport","FL","813",11709,11180,"USA",27.75,-82.71667,0.2054637
1108,"33844","Haines City","FL","813",11683,10799,"USA",28.11667,-81.63333,0.2055307
1109,"33009","Hallandale","FL","305",30997,36517,"USA",25.98333,-80.13333,0.2057083
1110,"","Hammocks","FL","",10897,,"USA",,,0.2057707
1111,"","Hamptons at Boca Raton","FL","",11686,,"USA",,,0.2058376
1112,"33010","Hialeah","FL","305",188008,145254,"USA",25.83333,-80.28333,0.2069147
1113,"33016","Hialeah Gardens","FL","305",7727,2700,"USA",25.86667,-80.33334,0.206959
1114,"","Highpoint","FL","",13818,,"USA",,,0.2070381
1115,"33455","Hobe Sound","FL","407",11507,6822,"USA",27.06667,-80.13333,0.2071041
1116,"34690","Holiday","FL","813",19360,18392,"USA",28.18333,-82.75,0.207215
1117,"32117","Holly Hill","FL","904",11141,9953,"USA",29.26667,-81.05,0.2072788
1118,"33022","Hollywood","FL","305",121720,121323,"USA",26.01667,-80.15,0.2079761
1119,"33030","Homestead","FL","305",26694,20668,"USA",25.46667,-80.48333,0.2081291
1120,"33039","Homestead AFB","FL","305",5153,7594,"USA",25.5,-80.4,0.2081586
1121,"34447","Homosassa Springs","FL","904",6271,1426,"USA",28.83333,-82.66666,0.2081945
1122,"34667","Hudson","FL","813",7344,5799,"USA",28.36667,-82.7,0.2082366
1123,"33934","Immokalee","FL","813",14120,11038,"USA",26.41667,-81.41666,0.2083175
1124,"32937","Indian Harbour Beach","FL","407",6933,5967,"USA",28.15,-80.6,0.2083572
1125,"34450","Inverness","FL","904",5797,4095,"USA",28.83333,-82.33334,0.2083904
1126,"33880","Inwood","FL","813",6824,6668,"USA",28.03333,-81.76667,0.2084295
1127,"","Iona","FL","",9565,,"USA",,,0.2084843
1128,"33162","Ives Estates","FL","305",13531,10613,"USA",25.96667,-80.18333,0.2085618
1129,"32203","Jacksonville","FL","904",635230,540920,"USA",30.33333,-81.65,0.212201
1130,"32250","Jacksonville Beach","FL","904",17839,15462,"USA",30.28333,-81.4,0.2123032
1131,"","Jan Phyl Village","FL","",5308,2785,"USA",28.01667,-81.76667,0.2123336
1132,"33568","Jasmine Estates","FL","813",17136,11995,"USA",28.3,-82.7,0.2124318
1133,"34957","Jensen Beach","FL","407",9884,6642,"USA",27.25,-80.23333,0.2124884
1134,"33458","Jupiter","FL","407",24907,9868,"USA",26.95,-80.1,0.2126311
1135,"33183","Kendale Lakes","FL","305",48524,32769,"USA",25.7,-80.41666,0.2129091
1136,"33256","Kendall","FL","305",87271,73758,"USA",25.68333,-80.31667,0.2134091
1137,"","Kendall Lakes West","FL","305",6038,,"USA",,,0.2134437
1138,"33149","Key Biscayne","FL","305",8854,6313,"USA",25.7,-80.16666,0.2134944
1139,"33037","Key Largo","FL","305",11336,7447,"USA",25.08333,-80.45,0.2135593
1140,"33040","Key West","FL","305",24832,24382,"USA",24.55,-81.8,0.2137016
1141,"","Kings Point","FL","305",12422,8724,"USA",26.45,-80.15,0.2137728
1142,"34744","Kissimmee","FL","407",30337,15487,"USA",28.3,-81.4,0.2139466
1143,"32159","Lady Lake","FL","904",8071,1193,"USA",28.91667,-81.91666,0.2139928
1144,"32055","Lake City","FL","904",9626,9257,"USA",30.18333,-82.63333,0.214048
1145,"","Lake Lorraine","FL","904",6779,5427,"USA",30.45,-86.56667,0.2140868
1146,"33054","Lake Lucerne","FL","305",9478,9762,"USA",25.96667,-80.25,0.2141411
1147,"33612","Lake Magdalene","FL","813",15973,13256,"USA",28.08333,-82.46667,0.2142326
1148,"32746","Lake Mary","FL","407",5929,2853,"USA",28.75,-81.31667,0.2142666
1149,"33403","Lake Park","FL","407",6704,6909,"USA",26.8,-80.05,0.214305
1150,"33853","Lake Wales","FL","813",9670,8466,"USA",27.9,-81.58334,0.2143604
1151,"33461","Lake Worth","FL","407",28564,27048,"USA",26.61667,-80.05,0.214524
1152,"33804","Lakeland","FL","813",70576,47406,"USA",28.05,-81.95,0.2149283
1153,"33801","Lakeland Highlands","FL","813",9972,10426,"USA",27.96667,-81.95,0.2149855
1154,"","Lakes by the Bay","FL","",5615,,"USA",,,0.2150176
1155,"","Lakeside","FL","904",29137,10534,"USA",30.15,-81.75,0.2151846
1156,"","Lakewood Park","FL","",7211,3411,"USA",27.53333,-80.4,0.2152259
1157,"34639","Land O¿Lakes","FL","813",7892,4515,"USA",,,0.2152711
1158,"33462","Lantana","FL","407",8392,8048,"USA",26.58333,-80.05,0.2153192
1159,"34640","Largo","FL","813",65910,57958,"USA",27.91667,-82.78333,0.2156968
1160,"33313","Lauderdale Lakes","FL","305",27341,25426,"USA",26.16667,-80.21667,0.2158534
1161,"33313","Lauderhill","FL","305",49015,37271,"USA",26.13333,-80.21667,0.2161342
1162,"34272","Laurel","FL","813",8245,6368,"USA",27.13333,-82.45,0.2161814
1163,"33714","Lealman","FL","813",21748,19873,"USA",27.81667,-82.68333,0.216306
1164,"34748","Leesburg","FL","904",14783,13191,"USA",28.81667,-81.88333,0.2163907
1165,"33936","Lehigh Acres","FL","813",13611,9604,"USA",26.58333,-81.71667,0.2164687
1166,"33033","Leisure City","FL","305",19379,17905,"USA",25.5,-80.43333,0.2165797
1167,"33074","Lighthouse Point","FL","305",10378,11488,"USA",26.28333,-80.08334,0.2166392
1168,"","Lindgren Acres","FL","305",22290,11986,"USA",25.66667,-80.4,0.2167669
1169,"32060","Live Oak","FL","904",6332,6732,"USA",30.3,-82.98333,0.2168031
1170,"32860","Lockhart","FL","407",11636,10569,"USA",28.63333,-81.43333,0.2168698
1171,"34228","Longboat Key","FL","813",5937,4843,"USA",27.43333,-82.66666,0.2169038
1172,"32750","Longwood","FL","407",13316,10029,"USA",28.7,-81.35,0.2169801
1173,"33549","Lutz","FL","813",10552,5555,"USA",28.15,-82.46667,0.2170406
1174,"32444","Lynn Haven","FL","904",9270,6239,"USA",30.25,-85.65,0.2170937
1175,"32751","Maitland","FL","407",8932,8763,"USA",28.63333,-81.36667,0.2171448
1176,"33550","Mango","FL","813",8700,6493,"USA",27.98333,-82.31667,0.2171947
1177,"33050","Marathon","FL","305",8857,7568,"USA",24.71667,-81.08334,0.2172454
1178,"33937","Marco","FL","813",9493,4694,"USA",25.96667,-81.73333,0.2172998
1179,"33063","Margate","FL","305",42985,35900,"USA",26.25,-80.2,0.2175461
1180,"32446","Marianna","FL","904",6292,7006,"USA",30.76667,-85.23333,0.2175821
1181,"","McGregor","FL","",6504,,"USA",,,0.2176194
1182,"32901","Melbourne","FL","407",60034,46536,"USA",28.08333,-80.61667,0.2179633
1183,"32666","Melrose Park","FL","904",6477,5672,"USA",26.13333,-80.2,0.2180004
1184,"33561","Memphis","FL","813",6760,5501,"USA",27.53333,-82.56667,0.2180391
1185,"32953","Merritt Island","FL","407",32886,30708,"USA",28.35,-80.7,0.2182275
1186,"33101","Miami","FL","305",358648,346681,"USA",25.78333,-80.18333,0.2202822
1187,"33109","Miami Beach","FL","305",92639,96298,"USA",25.78333,-80.13333,0.2208129
1188,"33023","Miami Gardens/Utopia-Carver","FL","305",7448,8482,"USA",,,0.2208556
1189,"33014","Miami Lakes","FL","305",12750,9809,"USA",25.93333,-80.25,0.2209287
1190,"33153","Miami Shores","FL","305",10084,9244,"USA",25.86667,-80.2,0.2209864
1191,"33166","Miami Springs","FL","305",13268,12350,"USA",25.81667,-80.28333,0.2210624
1192,"","Micco","FL","",8757,3585,"USA",27.88333,-80.5,0.2211126
1193,"32068","Middleburg","FL","904",6223,,"USA",30.06667,-81.86667,0.2211483
1194,"32570","Milton","FL","904",7216,7206,"USA",30.63333,-87.05,0.2211896
1195,"32754","Mims","FL","407",9412,7583,"USA",28.66667,-80.85,0.2212435
1196,"33023","Miramar","FL","305",40663,32813,"USA",25.98333,-80.25,0.2214765
1197,"32757","Mount Dora","FL","904",7316,5883,"USA",28.8,-81.63333,0.2215184
1198,"32526","Myrtle Grove","FL","904",17402,14238,"USA",30.41667,-87.3,0.2216181
1199,"33940","Naples","FL","813",19505,17581,"USA",26.13333,-81.8,0.2217298
1200,"33940","Naples Park","FL","813",8002,5438,"USA",26.26667,-81.8,0.2217757
1201,"33092","Naranja","","305",5790,10381,"USA",,,0.2218088
1202,"32266","Neptune Beach","FL","904",6816,5248,"USA",30.31667,-81.41666,0.2218479
1203,"34653","New Port Richey","FL","813",14044,11196,"USA",28.26667,-82.71667,0.2219283
1204,"33552","New Port Richey East","FL","813",9683,6147,"USA",28.26667,-82.68333,0.2219838
1205,"32168","New Smyrna Beach","FL","904",16549,13557,"USA",29.03333,-80.91666,0.2220786
1206,"32578","Niceville","FL","904",10509,8543,"USA",30.51667,-86.5,0.2221388
1207,"33269","Norland","FL","305",22109,19471,"USA",25.95,-80.2,0.2222655
1208,"33308","North Andrews Gardens","FL","305",9002,8994,"USA",26.2,-80.15,0.2223171
1209,"33141","North Bay Village","FL","305",5383,4920,"USA",25.85,-80.16666,0.2223479
1210,"33918","North Fort Myers","FL","813",30027,22808,"USA",26.68333,-81.88333,0.2225199
1211,"33068","North Lauderdale","FL","305",26473,18653,"USA",26.2,-80.13333,0.2226716
1212,"33961","North Miami","FL","305",50001,42566,"USA",25.9,-80.18333,0.222958
1213,"33160","North Miami Beach","FL","305",35361,36553,"USA",25.93333,-80.16666,0.2231606
1214,"33940","North Naples","FL","813",13422,7950,"USA",26.2,-81.78333,0.2232375
1215,"33408","North Palm Beach","FL","407",11284,11344,"USA",26.81667,-80.06667,0.2233022
1216,"34287","North Port","FL","813",11973,6205,"USA",27.01667,-82.26667,0.2233707
1217,"","North Sarasota","FL","",6702,4997,"USA",27.36667,-82.51667,0.2234091
1218,"33860","Oak Ridge","FL","813",15388,15477,"USA",28.46667,-81.41666,0.2234973
1219,"33334","Oakland Park","FL","305",26326,22944,"USA",26.16667,-80.13333,0.2236481
1220,"34478","Ocala","FL","904",42045,37170,"USA",29.18333,-82.13333,0.223889
1221,"32548","Ocean City","FL","904",5422,5582,"USA",30.43333,-86.61667,0.2239201
1222,"32761","Ocoee","FL","407",12778,7803,"USA",28.56667,-81.55,0.2239933
1223,"33163","Ojus","FL","305",15519,17344,"USA",25.95,-80.15,0.2240822
1224,"34677","Oldsmar","FL","813",8361,2608,"USA",28.03333,-82.66666,0.2241301
1225,"33265","Olympia Heights","FL","305",37792,33112,"USA",25.73333,-80.31667,0.2243466
1226,"33054","Opa-Locka","FL","305",15283,14460,"USA",25.9,-80.25,0.2244341
1227,"33054","Opa-Locka North","FL","305",6568,5721,"USA",25.91667,-80.25,0.2244718
1228,"32763","Orange City","FL","407",5347,2795,"USA",28.95,-81.3,0.2245024
1229,"32073","Orange Park","FL","904",9488,8766,"USA",30.16667,-81.7,0.2245568
1230,"32802","Orlando","FL","407",164674,128291,"USA",28.55,-81.38333,0.2255002
1231,"32861","Orlo Vista","FL","407",5990,6474,"USA",,,0.2255345
1232,"32174","Ormond Beach","FL","904",29721,21436,"USA",29.28333,-81.05,0.2257047
1233,"32074","Ormond By-The-Sea","FL","904",8157,7665,"USA",,,0.2257515
1234,"32765","Oviedo","FL","407",11114,3074,"USA",28.66667,-81.21667,0.2258151
1235,"32571","Pace","FL","904",6277,5006,"USA",30.6,-87.16666,0.2258511
1236,"","Page Park-Pine Manor","FL","",5116,,"USA",,,0.2258804
1237,"33476","Pahokee","FL","407",6822,6346,"USA",26.83333,-80.66666,0.2259195
1238,"32177","Palatka","FL","904",10447,10175,"USA",29.65,-81.63333,0.2259794
1239,"32906","Palm Bay","FL","407",62543,18560,"USA",28.03333,-80.58334,0.2263377
1240,"33480","Palm Beach","FL","407",9814,9729,"USA",26.71667,-80.03333,0.2263939
1241,"33403","Palm Beach Gardens","FL","407",22990,14407,"USA",26.85,-80.1,0.2265256
1242,"32135","Palm Coast","FL","904",14287,2837,"USA",29.56667,-81.21667,0.2266074
1243,"34683","Palm Harbor","FL","813",50256,5215,"USA",28.08333,-82.75,0.2268954
1244,"33619","Palm River-Clair Mel","FL","813",13691,14447,"USA",,,0.2269738
1245,"33460","Palm Springs","FL","407",9763,8166,"USA",26.63333,-80.1,0.2270297
1246,"33012","Palm Springs North","FL","407",5300,5838,"USA",26.61667,-80.1,0.2270601
1247,"","Palm Valley","FL","",9960,,"USA",,,0.2271172
1248,"34221","Palmetto","FL","813",9268,8637,"USA",27.51667,-82.56667,0.2271702
1249,"33157","Palmetto Estates","FL","305",12293,11116,"USA",25.61667,-80.36667,0.2272407
1250,"32401","Panama City","FL","904",34396,33346,"USA",30.16667,-85.66666,0.2274377
1251,"33029","Pembroke Pines","FL","305",65566,35776,"USA",26,-80.23333,0.2278133
1252,"32502","Pensacola","FL","904",59198,57619,"USA",30.41667,-87.21667,0.2281525
1253,"33257","Perrine","FL","305",15576,16129,"USA",25.6,-80.35,0.2282417
1254,"32347","Perry","FL","904",7151,8254,"USA",30.11667,-83.58334,0.2282827
1255,"32859","Pine Castle","FL","407",8276,9992,"USA",28.46667,-81.36667,0.2283301
1256,"32858","Pine Hills","FL","407",35322,31029,"USA",28.58333,-81.46667,0.2285325
1257,"","Pine Island Ridge","FL","",5244,,"USA",,,0.2285625
1258,"34665","Pinellas Park","FL","813",43571,32811,"USA",27.83333,-82.71667,0.2288121
1259,"33168","Pinewood","FL","305",15518,14346,"USA",25.86667,-80.21667,0.228901
1260,"33566","Plant City","FL","813",22754,17064,"USA",28.01667,-82.11667,0.2290314
1261,"33318","Plantation","FL","305",66814,48653,"USA",26.13333,-80.25,0.2294142
1262,"33060","Pompano Beach","FL","305",72411,52618,"USA",26.23333,-80.13333,0.229829
1263,"33064","Pompano Beach Highlands","FL","305",17915,16154,"USA",26.28333,-80.11667,0.2299316
1264,"33952","Port Charlotte","FL","813",41535,25770,"USA",26.98333,-82.1,0.2301696
1265,"32124","Port Orange","FL","904",35399,18756,"USA",29.15,-80.98333,0.2303724
1266,"34992","Port Salerno","FL","407",7786,4511,"USA",27.15,-80.2,0.230417
1267,"32927","Port St. John","FL","407",8933,1837,"USA",28.48333,-80.78333,0.2304682
1268,"34985","Port St. Lucie","FL","407",55761,14690,"USA",27.33333,-80.35,0.2307876
1269,"33032","Princeton","FL","305",7073,,"USA",25.53333,-80.41666,0.2308281
1270,"33950","Punta Gorda","FL","813",10637,6797,"USA",26.91667,-82.06667,0.2308891
1271,"32351","Quincy","FL","904",7452,8591,"USA",30.58333,-84.56667,0.2309318
1272,"33156","Richmond Heights","FL","305",8583,8577,"USA",25.63333,-80.38333,0.2309809
1273,"33312","Riverland","FL","305",5376,5919,"USA",26.1,-80.18333,0.2310117
1274,"33569","Riverview","FL","813",6478,,"USA",27.86667,-82.33334,0.2310489
1275,"33419","Riviera Beach","FL","407",27646,26489,"USA",26.78333,-80.05,0.2312072
1276,"32955","Rockledge","FL","407",16023,11877,"USA",28.33333,-80.73333,0.231299
1277,"","Royal Palm Beach","FL","407",15532,3423,"USA",26.68333,-80.25,0.231388
1278,"33570","Ruskin","FL","813",6046,5117,"USA",27.71667,-82.43333,0.2314226
1279,"34695","Safety Harbor","FL","813",15120,6461,"USA",28,-82.7,0.2315093
1280,"32084","Saint Augustine","FL","904",11695,11985,"USA",,,0.2315763
1281,"34769","Saint Cloud","FL","407",12684,7840,"USA",,,0.2316489
1282,"33733","Saint Petersburg","FL","813",240318,238647,"USA",27.78333,-82.6333,0.2330257
1283,"33736","Saint Petersburg Beach","FL","813",9200,9354,"USA",,,0.2330784
1284,"","San Carlos Park","FL","",11785,3590,"USA",26.46667,-81.83334,0.2331459
1285,"33432","Sandalfoot Cove","FL","305",14214,5299,"USA",26.35,-80.2,0.2332274
1286,"32771","Sanford","FL","407",32387,23176,"USA",28.8,-81.26667,0.2334129
1287,"33957","Sanibel","FL","813",5468,3363,"USA",26.45,-82.01667,0.2334442
1288,"34236","Sarasota","FL","813",50897,48868,"USA",27.33333,-82.53333,0.2337358
1289,"33577","Sarasota Springs","FL","813",16088,13860,"USA",27.3,-82.48333,0.233828
1290,"32937","Satellite Beach","FL","407",9889,9163,"USA",28.16667,-80.6,0.2338846
1291,"","Scott Lake","FL","305",14588,14154,"USA",25.93333,-80.23333,0.2339682
1292,"32958","Sebastian","FL","407",10248,2831,"USA",27.81667,-80.46667,0.2340269
1293,"33871","Sebring","FL","813",8841,8736,"USA",27.5,-81.45,0.2340776
1294,"33584","Seffner","FL","813",5371,,"USA",27.98333,-82.28333,0.2341083
1295,"34642","Seminole","FL","813",9251,4856,"USA",27.83333,-82.78333,0.2341613
1296,"33578","Siesta Key","FL","813",7772,7010,"USA",27.28333,-82.55,0.2342059
1297,"34472","Silver Springs Shores","FL","904",6421,3983,"USA",29.01667,-82.06667,0.2342426
1298,"32809","Sky Lake","FL","407",6202,6692,"USA",28.46667,-81.38333,0.2342782
1299,"32703","South Apopka","FL","407",6360,5687,"USA",28.65,-81.5,0.2343146
1300,"33505","South Bradenton","FL","813",20398,14297,"USA",27.46667,-82.58334,0.2344315
1301,"32121","South Daytona","FL","904",12488,11252,"USA",29.16667,-81.01667,0.234503
1302,"","South Gate Ridge","FL","",5924,4259,"USA",27.28333,-82.5,0.234537
1303,"33243","South Miami","FL","305",10404,10895,"USA",25.7,-80.3,0.2345966
1304,"33157","South Miami Heights","FL","305",30030,23559,"USA",25.6,-80.38333,0.2347686
1305,"33707","South Pasadena","FL","813",5644,4188,"USA",27.75,-82.73333,0.2348009
1306,"32937","South Patrick Shores","FL","407",10249,9816,"USA",28.2,-80.6,0.2348596
1307,"","South Sarasota","FL","",5298,4267,"USA",27.28333,-82.53333,0.23489
1308,"33595","South Venice","FL","813",11951,8075,"USA",27.05,-82.41666,0.2349585
1309,"34277","Southgate","FL","813",7324,7322,"USA",27.3,-82.51667,0.2350004
1310,"34606","Spring Hill","FL","904",31117,6468,"USA",28.45,-82.6,0.2351787
1311,"32401","Springfield","FL","904",8719,7220,"USA",30.16667,-85.61667,0.2352286
1312,"32091","Starke","FL","904",5226,5306,"USA",29.95,-82.11667,0.2352586
1313,"34994","Stuart","FL","407",11936,9467,"USA",27.2,-80.25,0.235327
1314,"33573","Sun City Center","FL","813",8326,5605,"USA",27.73333,-82.35,0.2353747
1315,"33160","Sunny Isles","FL","305",11772,12564,"USA",25.93333,-80.11667,0.2354421
1316,"33322","Sunrise","FL","305",65683,39681,"USA",26.08333,-80.2,0.2358184
1317,"33283","Sunset","FL","305",15810,13531,"USA",25.7,-80.35,0.235909
1318,"33144","Sweetwater","FL","305",13909,8067,"USA",25.76667,-80.36667,0.2359887
1319,"32301","Tallahassee","FL","904",124773,81548,"USA",30.45,-84.28333,0.2367035
1320,"33320","Tamarac","FL","305",44822,29376,"USA",26.18333,-80.2,0.2369603
1321,"33144","Tamiami","FL","305",33845,17607,"USA",25.75,-80.4,0.2371542
1322,"33602","Tampa","FL","813",280015,271577,"USA",27.95,-82.45,0.2387584
1323,"34689","Tarpon Springs","FL","813",17874,13251,"USA",28.15,-82.75,0.2388608
1324,"32778","Tavares","FL","904",7383,4398,"USA",28.8,-81.73333,0.238903
1325,"33687","Temple Terrace","FL","813",16444,11097,"USA",28.03333,-82.38333,0.2389973
1326,"32780","Titusville","FL","407",39394,31910,"USA",28.61667,-80.81667,0.2392229
1327,"32505","Town ¿n¿ Country","FL","813",60946,37834,"USA",28.01667,-82.56667,0.2395721
1328,"33706","Treasure Island","FL","813",7266,6316,"USA",27.76667,-82.76667,0.2396137
1329,"32867","Union Park","FL","407",6890,19175,"USA",28.56667,-81.28333,0.2396532
1330,"33620","University West","FL","904",23760,24514,"USA",,,0.2397893
1331,"","Upper Grand Lagoon","FL","",7855,3314,"USA",30.16667,-85.76667,0.2398343
1332,"32580","Valparaiso","FL","904",6316,6142,"USA",30.48333,-86.5,0.2398705
1333,"34285","Venice","FL","813",17052,12153,"USA",27.1,-82.45,0.2399682
1334,"33595","Venice Gardens","FL","813",7701,6568,"USA",27.06667,-82.4,0.2400123
1335,"32960","Vero Beach","FL","407",17350,16176,"USA",27.63333,-80.4,0.2401117
1336,"32960","Vero Beach South","FL","407",16973,12636,"USA",27.63333,-80.41666,0.240209
1337,"","Villages of Oriole","FL","",5698,,"USA",,,0.2402416
1338,"33901","Villas","FL","813",9898,8724,"USA",26.56667,-81.86667,0.2402983
1339,"32507","Warrington","FL","904",16040,15792,"USA",30.38333,-87.28333,0.2403902
1340,"33314","Washington Park","FL","305",6930,7240,"USA",26.13333,-80.18333,0.2404299
1341,"32703","Wekiva Springs","FL","407",23026,13386,"USA",28.7,-81.45,0.2405618
1342,"","Wellington","FL","",20670,4622,"USA",26.66667,-80.25,0.2406802
1343,"33138","West Little River","FL","305",33575,32492,"USA",25.85,-80.23333,0.2408726
1344,"32904","West Melbourne","FL","407",8398,5078,"USA",28.08333,-80.66666,0.2409207
1345,"33144","West Miami","FL","305",5727,6076,"USA",25.76667,-80.28333,0.2409535
1346,"33406","West Palm Beach","FL","407",67764,63305,"USA",26.71667,-80.05,0.2413417
1347,"","West Park","FL","",10347,9003,"USA",,,0.241401
1348,"32505","West Pensacola","FL","904",22107,24371,"USA",30.41667,-87.26667,0.2415276
1349,"33155","Westchester","FL","305",29883,29272,"USA",25.75,-80.33334,0.2416988
1350,"","Westgate-Belvedere Homes","FL","",6880,,"USA",,,0.2417382
1351,"33168","Westview","FL","305",9668,9102,"USA",25.88333,-80.23333,0.2417936
1352,"33165","Westwood Lakes","FL","305",11522,11478,"USA",25.73333,-80.38333,0.2418596
1353,"","Whiskey Creek","FL","",5061,,"USA",,,0.2418886
1354,"33305","Wilton Manors","FL","305",11804,12742,"USA",26.16667,-80.13333,0.2419563
1355,"33803","Winston","FL","813",9118,9315,"USA",28.05,-82,0.2420085
1356,"34787","Winter Garden","FL","407",9863,6789,"USA",28.56667,-81.58334,0.242065
1357,"33880","Winter Haven","FL","813",24725,21119,"USA",28.01667,-81.73333,0.2422067
1358,"32789","Winter Park","FL","407",22623,22339,"USA",28.6,-81.33334,0.2423363
1359,"32708","Winter Springs","FL","407",22151,10475,"USA",28.7,-81.3,0.2424632
1360,"32547","Wright","FL","904",18945,13011,"USA",30.45,-86.63333,0.2425717
1361,"32097","Yulee","FL","904",6915,3168,"USA",30.63333,-81.6,0.2426113
1362,"33540","Zephyrhills","FL","813",8220,5742,"USA",28.23333,-82.18333,0.2426584
1363,"31620","Adel","GA","912",5093,5592,"USA",31.13333,-83.41666,0.2426876
1364,"31706","Albany","GA","912",78804,74425,"USA",31.58333,-84.16666,0.243139
1365,"30201","Alpharetta","GA","404",13002,3128,"USA",34.06667,-84.3,0.2432135
1366,"31709","Americus","GA","912",16516,16120,"USA",32.06667,-84.23333,0.2433082
1367,"30603","Athens","GA","706",45734,42549,"USA",33.95,-83.38333,0.2435702
1368,"30301","Atlanta","GA","404",393929,425022,"USA",33.75,-84.38333,0.245827
1369,"30903","Augusta","GA","706",44707,47532,"USA",33.46667,-81.96667,0.2460831
1370,"31717","Bainbridge","GA","912",10803,10553,"USA",30.91667,-84.58334,0.246145
1371,"30032","Belvedere Park","GA","404",18089,17766,"USA",33.75,-84.26667,0.2462486
